datetime,wind_speed,solar_radiation,tempreture,date,day_of_week,time,month
2019-01-01 00:00:00,4.5,0,6.0,2019-01-01,Tuesday,00:00:00,1
2019-01-01 01:00:00,4.8,0,5.9,2019-01-01,Tuesday,01:00:00,1
2019-01-01 02:00:00,5.0,0,5.9,2019-01-01,Tuesday,02:00:00,1
2019-01-01 03:00:00,5.5,0,5.8,2019-01-01,Tuesday,03:00:00,1
2019-01-01 04:00:00,5.9,0,5.8,2019-01-01,Tuesday,04:00:00,1
2019-01-01 05:00:00,6.1,0,5.7,2019-01-01,Tuesday,05:00:00,1
2019-01-01 06:00:00,6.3,0,5.6,2019-01-01,Tuesday,06:00:00,1
2019-01-01 07:00:00,6.4,0,5.5,2019-01-01,Tuesday,07:00:00,1
2019-01-01 08:00:00,6.5,12,5.5,2019-01-01,Tuesday,08:00:00,1
2019-01-01 09:00:00,6.7,39,5.5,2019-01-01,Tuesday,09:00:00,1
2019-01-01 10:00:00,7.0,67,5.7,2019-01-01,Tuesday,10:00:00,1
2019-01-01 11:00:00,7.3,88,5.8,2019-01-01,Tuesday,11:00:00,1
2019-01-01 12:00:00,7.5,87,5.8,2019-01-01,Tuesday,12:00:00,1
2019-01-01 13:00:00,7.8,70,5.7,2019-01-01,Tuesday,13:00:00,1
2019-01-01 14:00:00,8.0,46,5.6,2019-01-01,Tuesday,14:00:00,1
2019-01-01 15:00:00,8.1,15,5.2,2019-01-01,Tuesday,15:00:00,1
2019-01-01 16:00:00,8.3,0,4.9,2019-01-01,Tuesday,16:00:00,1
2019-01-01 17:00:00,8.4,0,4.6,2019-01-01,Tuesday,17:00:00,1
2019-01-01 18:00:00,8.6,0,4.4,2019-01-01,Tuesday,18:00:00,1
2019-01-01 19:00:00,8.6,0,4.0,2019-01-01,Tuesday,19:00:00,1
2019-01-01 20:00:00,8.6,0,3.8,2019-01-01,Tuesday,20:00:00,1
2019-01-01 21:00:00,8.5,0,3.5,2019-01-01,Tuesday,21:00:00,1
2019-01-01 22:00:00,8.3,0,3.3,2019-01-01,Tuesday,22:00:00,1
2019-01-01 23:00:00,8.2,0,3.0,2019-01-01,Tuesday,23:00:00,1
2019-01-02 00:00:00,8.0,0,2.7,2019-01-02,Wednesday,00:00:00,1
2019-01-02 01:00:00,7.8,0,2.6,2019-01-02,Wednesday,01:00:00,1
2019-01-02 02:00:00,7.5,0,2.5,2019-01-02,Wednesday,02:00:00,1
2019-01-02 03:00:00,7.4,0,2.3,2019-01-02,Wednesday,03:00:00,1
2019-01-02 04:00:00,7.4,0,2.1,2019-01-02,Wednesday,04:00:00,1
2019-01-02 05:00:00,7.3,0,2.0,2019-01-02,Wednesday,05:00:00,1
2019-01-02 06:00:00,7.0,0,1.9,2019-01-02,Wednesday,06:00:00,1
2019-01-02 07:00:00,6.9,0,1.8,2019-01-02,Wednesday,07:00:00,1
2019-01-02 08:00:00,6.7,17,1.7,2019-01-02,Wednesday,08:00:00,1
2019-01-02 09:00:00,6.8,71,1.8,2019-01-02,Wednesday,09:00:00,1
2019-01-02 10:00:00,6.8,128,2.1,2019-01-02,Wednesday,10:00:00,1
2019-01-02 11:00:00,7.0,143,2.3,2019-01-02,Wednesday,11:00:00,1
2019-01-02 12:00:00,7.2,147,2.5,2019-01-02,Wednesday,12:00:00,1
2019-01-02 13:00:00,7.1,127,2.4,2019-01-02,Wednesday,13:00:00,1
2019-01-02 14:00:00,6.8,85,2.2,2019-01-02,Wednesday,14:00:00,1
2019-01-02 15:00:00,6.4,22,1.7,2019-01-02,Wednesday,15:00:00,1
2019-01-02 16:00:00,5.7,0,1.1,2019-01-02,Wednesday,16:00:00,1
2019-01-02 17:00:00,5.1,0,0.6,2019-01-02,Wednesday,17:00:00,1
2019-01-02 18:00:00,4.7,0,0.2,2019-01-02,Wednesday,18:00:00,1
2019-01-02 19:00:00,4.4,0,-0.2,2019-01-02,Wednesday,19:00:00,1
2019-01-02 20:00:00,4.2,0,-0.6,2019-01-02,Wednesday,20:00:00,1
2019-01-02 21:00:00,3.9,0,-0.9,2019-01-02,Wednesday,21:00:00,1
2019-01-02 22:00:00,3.7,0,-1.2,2019-01-02,Wednesday,22:00:00,1
2019-01-02 23:00:00,3.5,0,-1.6,2019-01-02,Wednesday,23:00:00,1
2019-01-03 00:00:00,3.4,0,-1.8,2019-01-03,Thursday,00:00:00,1
2019-01-03 01:00:00,3.3,0,-2.0,2019-01-03,Thursday,01:00:00,1
2019-01-03 02:00:00,3.3,0,-2.2,2019-01-03,Thursday,02:00:00,1
2019-01-03 03:00:00,3.3,0,-2.3,2019-01-03,Thursday,03:00:00,1
2019-01-03 04:00:00,3.3,0,-2.5,2019-01-03,Thursday,04:00:00,1
2019-01-03 05:00:00,3.3,0,-2.5,2019-01-03,Thursday,05:00:00,1
2019-01-03 06:00:00,3.3,0,-2.5,2019-01-03,Thursday,06:00:00,1
2019-01-03 07:00:00,3.3,0,-2.5,2019-01-03,Thursday,07:00:00,1
2019-01-03 08:00:00,3.3,21,-2.3,2019-01-03,Thursday,08:00:00,1
2019-01-03 09:00:00,3.4,67,-1.6,2019-01-03,Thursday,09:00:00,1
2019-01-03 10:00:00,3.5,117,-0.6,2019-01-03,Thursday,10:00:00,1
2019-01-03 11:00:00,3.7,143,0.1,2019-01-03,Thursday,11:00:00,1
2019-01-03 12:00:00,3.9,150,0.6,2019-01-03,Thursday,12:00:00,1
2019-01-03 13:00:00,3.9,113,0.8,2019-01-03,Thursday,13:00:00,1
2019-01-03 14:00:00,3.8,67,0.8,2019-01-03,Thursday,14:00:00,1
2019-01-03 15:00:00,3.6,20,0.4,2019-01-03,Thursday,15:00:00,1
2019-01-03 16:00:00,3.4,0,0.0,2019-01-03,Thursday,16:00:00,1
2019-01-03 17:00:00,3.3,0,-0.2,2019-01-03,Thursday,17:00:00,1
2019-01-03 18:00:00,3.3,0,-0.5,2019-01-03,Thursday,18:00:00,1
2019-01-03 19:00:00,3.2,0,-0.6,2019-01-03,Thursday,19:00:00,1
2019-01-03 20:00:00,3.1,0,-0.7,2019-01-03,Thursday,20:00:00,1
2019-01-03 21:00:00,3.0,0,-0.9,2019-01-03,Thursday,21:00:00,1
2019-01-03 22:00:00,2.9,0,-0.9,2019-01-03,Thursday,22:00:00,1
2019-01-03 23:00:00,3.0,0,-0.9,2019-01-03,Thursday,23:00:00,1
2019-01-04 00:00:00,2.9,0,-1.0,2019-01-04,Friday,00:00:00,1
2019-01-04 01:00:00,2.9,0,-1.0,2019-01-04,Friday,01:00:00,1
2019-01-04 02:00:00,2.9,0,-1.0,2019-01-04,Friday,02:00:00,1
2019-01-04 03:00:00,3.0,0,-1.0,2019-01-04,Friday,03:00:00,1
2019-01-04 04:00:00,3.2,0,-0.8,2019-01-04,Friday,04:00:00,1
2019-01-04 05:00:00,3.4,0,-0.7,2019-01-04,Friday,05:00:00,1
2019-01-04 06:00:00,3.6,0,-0.5,2019-01-04,Friday,06:00:00,1
2019-01-04 07:00:00,3.9,0,-0.4,2019-01-04,Friday,07:00:00,1
2019-01-04 08:00:00,4.1,16,-0.2,2019-01-04,Friday,08:00:00,1
2019-01-04 09:00:00,4.3,43,0.2,2019-01-04,Friday,09:00:00,1
2019-01-04 10:00:00,4.5,74,0.7,2019-01-04,Friday,10:00:00,1
2019-01-04 11:00:00,4.9,98,1.2,2019-01-04,Friday,11:00:00,1
2019-01-04 12:00:00,5.1,93,1.5,2019-01-04,Friday,12:00:00,1
2019-01-04 13:00:00,5.2,67,1.7,2019-01-04,Friday,13:00:00,1
2019-01-04 14:00:00,5.2,38,1.8,2019-01-04,Friday,14:00:00,1
2019-01-04 15:00:00,5.2,10,1.8,2019-01-04,Friday,15:00:00,1
2019-01-04 16:00:00,5.2,0,1.7,2019-01-04,Friday,16:00:00,1
2019-01-04 17:00:00,5.3,0,1.8,2019-01-04,Friday,17:00:00,1
2019-01-04 18:00:00,5.3,0,1.9,2019-01-04,Friday,18:00:00,1
2019-01-04 19:00:00,5.4,0,2.0,2019-01-04,Friday,19:00:00,1
2019-01-04 20:00:00,5.5,0,2.1,2019-01-04,Friday,20:00:00,1
2019-01-04 21:00:00,5.5,0,2.3,2019-01-04,Friday,21:00:00,1
2019-01-04 22:00:00,5.6,0,2.4,2019-01-04,Friday,22:00:00,1
2019-01-04 23:00:00,5.8,0,2.5,2019-01-04,Friday,23:00:00,1
2019-01-05 00:00:00,5.9,0,2.7,2019-01-05,Saturday,00:00:00,1
2019-01-05 01:00:00,6.0,0,2.8,2019-01-05,Saturday,01:00:00,1
2019-01-05 02:00:00,6.1,0,2.9,2019-01-05,Saturday,02:00:00,1
2019-01-05 03:00:00,6.2,0,3.0,2019-01-05,Saturday,03:00:00,1
2019-01-05 04:00:00,6.4,0,3.0,2019-01-05,Saturday,04:00:00,1
2019-01-05 05:00:00,6.4,0,3.1,2019-01-05,Saturday,05:00:00,1
2019-01-05 06:00:00,6.4,0,3.1,2019-01-05,Saturday,06:00:00,1
2019-01-05 07:00:00,6.4,0,3.2,2019-01-05,Saturday,07:00:00,1
2019-01-05 08:00:00,6.3,7,3.4,2019-01-05,Saturday,08:00:00,1
2019-01-05 09:00:00,6.1,27,3.6,2019-01-05,Saturday,09:00:00,1
2019-01-05 10:00:00,6.0,52,3.9,2019-01-05,Saturday,10:00:00,1
2019-01-05 11:00:00,6.0,66,4.2,2019-01-05,Saturday,11:00:00,1
2019-01-05 12:00:00,5.9,63,4.4,2019-01-05,Saturday,12:00:00,1
2019-01-05 13:00:00,5.8,52,4.5,2019-01-05,Saturday,13:00:00,1
2019-01-05 14:00:00,5.6,31,4.6,2019-01-05,Saturday,14:00:00,1
2019-01-05 15:00:00,5.4,9,4.5,2019-01-05,Saturday,15:00:00,1
2019-01-05 16:00:00,5.1,0,4.4,2019-01-05,Saturday,16:00:00,1
2019-01-05 17:00:00,5.0,0,4.3,2019-01-05,Saturday,17:00:00,1
2019-01-05 18:00:00,4.8,0,4.2,2019-01-05,Saturday,18:00:00,1
2019-01-05 19:00:00,4.8,0,4.1,2019-01-05,Saturday,19:00:00,1
2019-01-05 20:00:00,4.7,0,4.0,2019-01-05,Saturday,20:00:00,1
2019-01-05 21:00:00,4.6,0,3.8,2019-01-05,Saturday,21:00:00,1
2019-01-05 22:00:00,4.5,0,3.6,2019-01-05,Saturday,22:00:00,1
2019-01-05 23:00:00,4.5,0,3.5,2019-01-05,Saturday,23:00:00,1
2019-01-06 00:00:00,4.3,0,3.3,2019-01-06,Sunday,00:00:00,1
2019-01-06 01:00:00,4.2,0,3.2,2019-01-06,Sunday,01:00:00,1
2019-01-06 02:00:00,4.1,0,3.0,2019-01-06,Sunday,02:00:00,1
2019-01-06 03:00:00,4.0,0,2.9,2019-01-06,Sunday,03:00:00,1
2019-01-06 04:00:00,3.9,0,2.8,2019-01-06,Sunday,04:00:00,1
2019-01-06 05:00:00,3.8,0,2.8,2019-01-06,Sunday,05:00:00,1
2019-01-06 06:00:00,3.7,0,2.7,2019-01-06,Sunday,06:00:00,1
2019-01-06 07:00:00,3.5,0,2.7,2019-01-06,Sunday,07:00:00,1
2019-01-06 08:00:00,3.4,14,2.6,2019-01-06,Sunday,08:00:00,1
2019-01-06 09:00:00,3.3,44,2.8,2019-01-06,Sunday,09:00:00,1
2019-01-06 10:00:00,3.3,75,3.1,2019-01-06,Sunday,10:00:00,1
2019-01-06 11:00:00,3.4,84,3.4,2019-01-06,Sunday,11:00:00,1
2019-01-06 12:00:00,3.5,88,3.6,2019-01-06,Sunday,12:00:00,1
2019-01-06 13:00:00,3.6,72,3.7,2019-01-06,Sunday,13:00:00,1
2019-01-06 14:00:00,3.5,41,3.7,2019-01-06,Sunday,14:00:00,1
2019-01-06 15:00:00,3.4,13,3.6,2019-01-06,Sunday,15:00:00,1
2019-01-06 16:00:00,3.2,0,3.3,2019-01-06,Sunday,16:00:00,1
2019-01-06 17:00:00,3.2,0,3.2,2019-01-06,Sunday,17:00:00,1
2019-01-06 18:00:00,3.2,0,3.2,2019-01-06,Sunday,18:00:00,1
2019-01-06 19:00:00,3.3,0,3.1,2019-01-06,Sunday,19:00:00,1
2019-01-06 20:00:00,3.3,0,3.1,2019-01-06,Sunday,20:00:00,1
2019-01-06 21:00:00,3.3,0,3.1,2019-01-06,Sunday,21:00:00,1
2019-01-06 22:00:00,3.3,0,3.0,2019-01-06,Sunday,22:00:00,1
2019-01-06 23:00:00,3.3,0,3.0,2019-01-06,Sunday,23:00:00,1
2019-01-07 00:00:00,3.3,0,3.0,2019-01-07,Monday,00:00:00,1
2019-01-07 01:00:00,3.4,0,3.0,2019-01-07,Monday,01:00:00,1
2019-01-07 02:00:00,3.4,0,2.9,2019-01-07,Monday,02:00:00,1
2019-01-07 03:00:00,3.4,0,2.9,2019-01-07,Monday,03:00:00,1
2019-01-07 04:00:00,3.4,0,2.9,2019-01-07,Monday,04:00:00,1
2019-01-07 05:00:00,3.4,0,2.8,2019-01-07,Monday,05:00:00,1
2019-01-07 06:00:00,3.4,0,2.8,2019-01-07,Monday,06:00:00,1
2019-01-07 07:00:00,3.3,0,2.8,2019-01-07,Monday,07:00:00,1
2019-01-07 08:00:00,3.3,12,2.8,2019-01-07,Monday,08:00:00,1
2019-01-07 09:00:00,3.2,39,3.1,2019-01-07,Monday,09:00:00,1
2019-01-07 10:00:00,3.4,62,3.4,2019-01-07,Monday,10:00:00,1
2019-01-07 11:00:00,3.6,82,3.7,2019-01-07,Monday,11:00:00,1
2019-01-07 12:00:00,3.8,81,3.9,2019-01-07,Monday,12:00:00,1
2019-01-07 13:00:00,4.1,63,4.0,2019-01-07,Monday,13:00:00,1
2019-01-07 14:00:00,4.1,36,4.0,2019-01-07,Monday,14:00:00,1
2019-01-07 15:00:00,4.2,13,3.8,2019-01-07,Monday,15:00:00,1
2019-01-07 16:00:00,4.4,0,3.7,2019-01-07,Monday,16:00:00,1
2019-01-07 17:00:00,4.7,0,3.6,2019-01-07,Monday,17:00:00,1
2019-01-07 18:00:00,5.1,0,3.6,2019-01-07,Monday,18:00:00,1
2019-01-07 19:00:00,5.6,0,3.6,2019-01-07,Monday,19:00:00,1
2019-01-07 20:00:00,5.9,0,3.7,2019-01-07,Monday,20:00:00,1
2019-01-07 21:00:00,6.2,0,3.7,2019-01-07,Monday,21:00:00,1
2019-01-07 22:00:00,6.5,0,3.7,2019-01-07,Monday,22:00:00,1
2019-01-07 23:00:00,6.8,0,3.7,2019-01-07,Monday,23:00:00,1
2019-01-08 00:00:00,6.9,0,3.8,2019-01-08,Tuesday,00:00:00,1
2019-01-08 01:00:00,7.0,0,3.8,2019-01-08,Tuesday,01:00:00,1
2019-01-08 02:00:00,7.1,0,3.8,2019-01-08,Tuesday,02:00:00,1
2019-01-08 03:00:00,7.3,0,3.7,2019-01-08,Tuesday,03:00:00,1
2019-01-08 04:00:00,7.4,0,3.8,2019-01-08,Tuesday,04:00:00,1
2019-01-08 05:00:00,7.7,0,3.8,2019-01-08,Tuesday,05:00:00,1
2019-01-08 06:00:00,7.9,0,3.8,2019-01-08,Tuesday,06:00:00,1
2019-01-08 07:00:00,8.0,0,3.9,2019-01-08,Tuesday,07:00:00,1
2019-01-08 08:00:00,8.2,14,3.9,2019-01-08,Tuesday,08:00:00,1
2019-01-08 09:00:00,8.3,47,4.1,2019-01-08,Tuesday,09:00:00,1
2019-01-08 10:00:00,8.6,74,4.2,2019-01-08,Tuesday,10:00:00,1
2019-01-08 11:00:00,8.7,81,4.4,2019-01-08,Tuesday,11:00:00,1
2019-01-08 12:00:00,8.9,83,4.5,2019-01-08,Tuesday,12:00:00,1
2019-01-08 13:00:00,8.9,55,4.4,2019-01-08,Tuesday,13:00:00,1
2019-01-08 14:00:00,8.9,39,4.3,2019-01-08,Tuesday,14:00:00,1
2019-01-08 15:00:00,8.7,15,4.1,2019-01-08,Tuesday,15:00:00,1
2019-01-08 16:00:00,8.6,0,3.8,2019-01-08,Tuesday,16:00:00,1
2019-01-08 17:00:00,8.6,0,3.6,2019-01-08,Tuesday,17:00:00,1
2019-01-08 18:00:00,8.6,0,3.4,2019-01-08,Tuesday,18:00:00,1
2019-01-08 19:00:00,8.6,0,3.1,2019-01-08,Tuesday,19:00:00,1
2019-01-08 20:00:00,8.5,0,2.9,2019-01-08,Tuesday,20:00:00,1
2019-01-08 21:00:00,8.4,0,2.7,2019-01-08,Tuesday,21:00:00,1
2019-01-08 22:00:00,8.3,0,2.5,2019-01-08,Tuesday,22:00:00,1
2019-01-08 23:00:00,8.2,0,2.3,2019-01-08,Tuesday,23:00:00,1
2019-01-09 00:00:00,8.2,0,2.1,2019-01-09,Wednesday,00:00:00,1
2019-01-09 01:00:00,8.0,0,1.9,2019-01-09,Wednesday,01:00:00,1
2019-01-09 02:00:00,7.8,0,1.7,2019-01-09,Wednesday,02:00:00,1
2019-01-09 03:00:00,7.6,0,1.5,2019-01-09,Wednesday,03:00:00,1
2019-01-09 04:00:00,7.5,0,1.4,2019-01-09,Wednesday,04:00:00,1
2019-01-09 05:00:00,7.4,0,1.2,2019-01-09,Wednesday,05:00:00,1
2019-01-09 06:00:00,7.2,0,1.0,2019-01-09,Wednesday,06:00:00,1
2019-01-09 07:00:00,6.9,0,0.9,2019-01-09,Wednesday,07:00:00,1
2019-01-09 08:00:00,6.8,16,0.8,2019-01-09,Wednesday,08:00:00,1
2019-01-09 09:00:00,6.7,50,0.9,2019-01-09,Wednesday,09:00:00,1
2019-01-09 10:00:00,6.7,77,1.0,2019-01-09,Wednesday,10:00:00,1
2019-01-09 11:00:00,6.8,93,1.2,2019-01-09,Wednesday,11:00:00,1
2019-01-09 12:00:00,6.8,99,1.2,2019-01-09,Wednesday,12:00:00,1
2019-01-09 13:00:00,6.8,75,1.2,2019-01-09,Wednesday,13:00:00,1
2019-01-09 14:00:00,6.7,44,1.1,2019-01-09,Wednesday,14:00:00,1
2019-01-09 15:00:00,6.4,15,1.0,2019-01-09,Wednesday,15:00:00,1
2019-01-09 16:00:00,6.2,0,0.7,2019-01-09,Wednesday,16:00:00,1
2019-01-09 17:00:00,6.0,0,0.5,2019-01-09,Wednesday,17:00:00,1
2019-01-09 18:00:00,5.8,0,0.4,2019-01-09,Wednesday,18:00:00,1
2019-01-09 19:00:00,5.6,0,0.4,2019-01-09,Wednesday,19:00:00,1
2019-01-09 20:00:00,5.5,0,0.3,2019-01-09,Wednesday,20:00:00,1
2019-01-09 21:00:00,5.2,0,0.2,2019-01-09,Wednesday,21:00:00,1
2019-01-09 22:00:00,5.0,0,0.1,2019-01-09,Wednesday,22:00:00,1
2019-01-09 23:00:00,4.8,0,0.0,2019-01-09,Wednesday,23:00:00,1
2019-01-10 00:00:00,4.5,0,0.0,2019-01-10,Thursday,00:00:00,1
2019-01-10 01:00:00,4.4,0,-0.1,2019-01-10,Thursday,01:00:00,1
2019-01-10 02:00:00,4.2,0,-0.2,2019-01-10,Thursday,02:00:00,1
2019-01-10 03:00:00,4.1,0,-0.3,2019-01-10,Thursday,03:00:00,1
2019-01-10 04:00:00,4.0,0,-0.3,2019-01-10,Thursday,04:00:00,1
2019-01-10 05:00:00,3.9,0,-0.4,2019-01-10,Thursday,05:00:00,1
2019-01-10 06:00:00,3.8,0,-0.5,2019-01-10,Thursday,06:00:00,1
2019-01-10 07:00:00,3.6,0,-0.6,2019-01-10,Thursday,07:00:00,1
2019-01-10 08:00:00,3.5,19,-0.6,2019-01-10,Thursday,08:00:00,1
2019-01-10 09:00:00,3.4,56,-0.4,2019-01-10,Thursday,09:00:00,1
2019-01-10 10:00:00,3.4,84,-0.1,2019-01-10,Thursday,10:00:00,1
2019-01-10 11:00:00,3.4,97,0.1,2019-01-10,Thursday,11:00:00,1
2019-01-10 12:00:00,3.4,102,0.2,2019-01-10,Thursday,12:00:00,1
2019-01-10 13:00:00,3.4,83,0.2,2019-01-10,Thursday,13:00:00,1
2019-01-10 14:00:00,3.3,51,0.2,2019-01-10,Thursday,14:00:00,1
2019-01-10 15:00:00,3.2,16,0.0,2019-01-10,Thursday,15:00:00,1
2019-01-10 16:00:00,3.0,0,-0.4,2019-01-10,Thursday,16:00:00,1
2019-01-10 17:00:00,2.8,0,-0.6,2019-01-10,Thursday,17:00:00,1
2019-01-10 18:00:00,2.8,0,-0.8,2019-01-10,Thursday,18:00:00,1
2019-01-10 19:00:00,2.7,0,-1.0,2019-01-10,Thursday,19:00:00,1
2019-01-10 20:00:00,2.6,0,-1.1,2019-01-10,Thursday,20:00:00,1
2019-01-10 21:00:00,2.6,0,-1.3,2019-01-10,Thursday,21:00:00,1
2019-01-10 22:00:00,2.6,0,-1.4,2019-01-10,Thursday,22:00:00,1
2019-01-10 23:00:00,2.7,0,-1.5,2019-01-10,Thursday,23:00:00,1
2019-01-11 00:00:00,2.7,0,-1.5,2019-01-11,Friday,00:00:00,1
2019-01-11 01:00:00,2.8,0,-1.5,2019-01-11,Friday,01:00:00,1
2019-01-11 02:00:00,2.9,0,-1.5,2019-01-11,Friday,02:00:00,1
2019-01-11 03:00:00,3.0,0,-1.5,2019-01-11,Friday,03:00:00,1
2019-01-11 04:00:00,3.2,0,-1.4,2019-01-11,Friday,04:00:00,1
2019-01-11 05:00:00,3.4,0,-1.3,2019-01-11,Friday,05:00:00,1
2019-01-11 06:00:00,3.6,0,-1.2,2019-01-11,Friday,06:00:00,1
2019-01-11 07:00:00,3.7,1,-1.0,2019-01-11,Friday,07:00:00,1
2019-01-11 08:00:00,3.9,21,-0.8,2019-01-11,Friday,08:00:00,1
2019-01-11 09:00:00,4.1,56,-0.4,2019-01-11,Friday,09:00:00,1
2019-01-11 10:00:00,4.3,93,0.1,2019-01-11,Friday,10:00:00,1
2019-01-11 11:00:00,4.6,106,0.5,2019-01-11,Friday,11:00:00,1
2019-01-11 12:00:00,4.8,92,0.9,2019-01-11,Friday,12:00:00,1
2019-01-11 13:00:00,5.0,71,1.1,2019-01-11,Friday,13:00:00,1
2019-01-11 14:00:00,5.1,47,1.3,2019-01-11,Friday,14:00:00,1
2019-01-11 15:00:00,5.1,16,1.4,2019-01-11,Friday,15:00:00,1
2019-01-11 16:00:00,5.2,0,1.5,2019-01-11,Friday,16:00:00,1
2019-01-11 17:00:00,5.3,0,1.6,2019-01-11,Friday,17:00:00,1
2019-01-11 18:00:00,5.3,0,1.7,2019-01-11,Friday,18:00:00,1
2019-01-11 19:00:00,5.2,0,1.9,2019-01-11,Friday,19:00:00,1
2019-01-11 20:00:00,5.2,0,2.0,2019-01-11,Friday,20:00:00,1
2019-01-11 21:00:00,5.1,0,2.0,2019-01-11,Friday,21:00:00,1
2019-01-11 22:00:00,5.1,0,2.1,2019-01-11,Friday,22:00:00,1
2019-01-11 23:00:00,5.1,0,2.2,2019-01-11,Friday,23:00:00,1
2019-01-12 00:00:00,5.1,0,2.3,2019-01-12,Saturday,00:00:00,1
2019-01-12 01:00:00,5.1,0,2.4,2019-01-12,Saturday,01:00:00,1
2019-01-12 02:00:00,5.1,0,2.5,2019-01-12,Saturday,02:00:00,1
2019-01-12 03:00:00,5.0,0,2.6,2019-01-12,Saturday,03:00:00,1
2019-01-12 04:00:00,4.9,0,2.6,2019-01-12,Saturday,04:00:00,1
2019-01-12 05:00:00,5.0,0,2.7,2019-01-12,Saturday,05:00:00,1
2019-01-12 06:00:00,5.1,0,2.7,2019-01-12,Saturday,06:00:00,1
2019-01-12 07:00:00,5.1,0,2.7,2019-01-12,Saturday,07:00:00,1
2019-01-12 08:00:00,5.2,14,2.8,2019-01-12,Saturday,08:00:00,1
2019-01-12 09:00:00,5.4,42,3.0,2019-01-12,Saturday,09:00:00,1
2019-01-12 10:00:00,5.7,72,3.2,2019-01-12,Saturday,10:00:00,1
2019-01-12 11:00:00,6.0,76,3.4,2019-01-12,Saturday,11:00:00,1
2019-01-12 12:00:00,6.4,78,3.5,2019-01-12,Saturday,12:00:00,1
2019-01-12 13:00:00,6.6,77,3.6,2019-01-12,Saturday,13:00:00,1
2019-01-12 14:00:00,6.6,48,3.7,2019-01-12,Saturday,14:00:00,1
2019-01-12 15:00:00,6.6,15,3.6,2019-01-12,Saturday,15:00:00,1
2019-01-12 16:00:00,6.7,0,3.6,2019-01-12,Saturday,16:00:00,1
2019-01-12 17:00:00,6.7,0,3.6,2019-01-12,Saturday,17:00:00,1
2019-01-12 18:00:00,6.7,0,3.6,2019-01-12,Saturday,18:00:00,1
2019-01-12 19:00:00,6.7,0,3.6,2019-01-12,Saturday,19:00:00,1
2019-01-12 20:00:00,6.7,0,3.5,2019-01-12,Saturday,20:00:00,1
2019-01-12 21:00:00,6.7,0,3.5,2019-01-12,Saturday,21:00:00,1
2019-01-12 22:00:00,6.5,0,3.6,2019-01-12,Saturday,22:00:00,1
2019-01-12 23:00:00,6.4,0,3.7,2019-01-12,Saturday,23:00:00,1
2019-01-13 00:00:00,6.4,0,3.8,2019-01-13,Sunday,00:00:00,1
2019-01-13 01:00:00,6.3,0,3.8,2019-01-13,Sunday,01:00:00,1
2019-01-13 02:00:00,6.1,0,3.9,2019-01-13,Sunday,02:00:00,1
2019-01-13 03:00:00,5.9,0,4.0,2019-01-13,Sunday,03:00:00,1
2019-01-13 04:00:00,5.8,0,4.1,2019-01-13,Sunday,04:00:00,1
2019-01-13 05:00:00,5.7,0,4.2,2019-01-13,Sunday,05:00:00,1
2019-01-13 06:00:00,5.7,0,4.3,2019-01-13,Sunday,06:00:00,1
2019-01-13 07:00:00,5.7,0,4.4,2019-01-13,Sunday,07:00:00,1
2019-01-13 08:00:00,5.9,11,4.5,2019-01-13,Sunday,08:00:00,1
2019-01-13 09:00:00,6.2,30,4.8,2019-01-13,Sunday,09:00:00,1
2019-01-13 10:00:00,6.6,45,5.0,2019-01-13,Sunday,10:00:00,1
2019-01-13 11:00:00,7.0,50,5.2,2019-01-13,Sunday,11:00:00,1
2019-01-13 12:00:00,7.4,53,5.4,2019-01-13,Sunday,12:00:00,1
2019-01-13 13:00:00,7.6,45,5.6,2019-01-13,Sunday,13:00:00,1
2019-01-13 14:00:00,7.7,24,5.8,2019-01-13,Sunday,14:00:00,1
2019-01-13 15:00:00,7.9,8,6.0,2019-01-13,Sunday,15:00:00,1
2019-01-13 16:00:00,8.2,0,6.1,2019-01-13,Sunday,16:00:00,1
2019-01-13 17:00:00,8.4,0,6.2,2019-01-13,Sunday,17:00:00,1
2019-01-13 18:00:00,8.8,0,6.3,2019-01-13,Sunday,18:00:00,1
2019-01-13 19:00:00,9.0,0,6.2,2019-01-13,Sunday,19:00:00,1
2019-01-13 20:00:00,9.1,0,6.0,2019-01-13,Sunday,20:00:00,1
2019-01-13 21:00:00,9.1,0,5.7,2019-01-13,Sunday,21:00:00,1
2019-01-13 22:00:00,9.0,0,5.5,2019-01-13,Sunday,22:00:00,1
2019-01-13 23:00:00,8.9,0,5.2,2019-01-13,Sunday,23:00:00,1
2019-01-14 00:00:00,8.7,0,4.9,2019-01-14,Monday,00:00:00,1
2019-01-14 01:00:00,8.4,0,4.6,2019-01-14,Monday,01:00:00,1
2019-01-14 02:00:00,8.2,0,4.2,2019-01-14,Monday,02:00:00,1
2019-01-14 03:00:00,7.9,0,3.9,2019-01-14,Monday,03:00:00,1
2019-01-14 04:00:00,7.8,0,3.6,2019-01-14,Monday,04:00:00,1
2019-01-14 05:00:00,7.7,0,3.3,2019-01-14,Monday,05:00:00,1
2019-01-14 06:00:00,7.3,0,3.0,2019-01-14,Monday,06:00:00,1
2019-01-14 07:00:00,7.2,1,2.7,2019-01-14,Monday,07:00:00,1
2019-01-14 08:00:00,7.0,23,2.5,2019-01-14,Monday,08:00:00,1
2019-01-14 09:00:00,7.0,69,2.5,2019-01-14,Monday,09:00:00,1
2019-01-14 10:00:00,7.2,110,2.7,2019-01-14,Monday,10:00:00,1
