datetime,wind_speed,solar_radiation,tempreture,date,day_of_week,time,month
2019-02-01 06:00:00,4.0,0,-1.0,2019-02-01,Friday,06:00:00,2
2019-02-01 07:00:00,4.0,7,-0.8,2019-02-01,Friday,07:00:00,2
2019-02-01 08:00:00,3.9,41,-0.5,2019-02-01,Friday,08:00:00,2
2019-02-01 09:00:00,3.9,86,0.0,2019-02-01,Friday,09:00:00,2
2019-02-01 10:00:00,3.9,120,0.5,2019-02-01,Friday,10:00:00,2
2019-02-01 11:00:00,3.9,135,1.1,2019-02-01,Friday,11:00:00,2
2019-02-01 12:00:00,3.9,132,1.6,2019-02-01,Friday,12:00:00,2
2019-02-01 13:00:00,3.9,114,2.0,2019-02-01,Friday,13:00:00,2
2019-02-01 14:00:00,3.7,84,2.2,2019-02-01,Friday,14:00:00,2
2019-02-01 15:00:00,3.5,40,2.1,2019-02-01,Friday,15:00:00,2
2019-02-01 16:00:00,3.3,6,1.6,2019-02-01,Friday,16:00:00,2
2019-02-01 17:00:00,3.1,0,1.1,2019-02-01,Friday,17:00:00,2
2019-02-01 18:00:00,3.0,0,0.8,2019-02-01,Friday,18:00:00,2
2019-02-01 19:00:00,2.9,0,0.7,2019-02-01,Friday,19:00:00,2
2019-02-01 20:00:00,2.7,0,0.6,2019-02-01,Friday,20:00:00,2
2019-02-01 21:00:00,2.6,0,0.5,2019-02-01,Friday,21:00:00,2
2019-02-01 22:00:00,2.6,0,0.4,2019-02-01,Friday,22:00:00,2
2019-02-01 23:00:00,2.6,0,0.4,2019-02-01,Friday,23:00:00,2
2019-02-02 00:00:00,2.5,0,0.3,2019-02-02,Saturday,00:00:00,2
2019-02-02 01:00:00,2.4,0,0.2,2019-02-02,Saturday,01:00:00,2
2019-02-02 02:00:00,2.2,0,0.2,2019-02-02,Saturday,02:00:00,2
2019-02-02 03:00:00,2.2,0,0.1,2019-02-02,Saturday,03:00:00,2
2019-02-02 04:00:00,2.2,0,0.2,2019-02-02,Saturday,04:00:00,2
2019-02-02 05:00:00,2.1,0,0.2,2019-02-02,Saturday,05:00:00,2
2019-02-02 06:00:00,2.1,0,0.2,2019-02-02,Saturday,06:00:00,2
2019-02-02 07:00:00,2.1,5,0.3,2019-02-02,Saturday,07:00:00,2
2019-02-02 08:00:00,2.2,29,0.4,2019-02-02,Saturday,08:00:00,2
2019-02-02 09:00:00,2.2,58,0.8,2019-02-02,Saturday,09:00:00,2
2019-02-02 10:00:00,2.2,86,1.2,2019-02-02,Saturday,10:00:00,2
2019-02-02 11:00:00,2.3,103,1.6,2019-02-02,Saturday,11:00:00,2
2019-02-02 12:00:00,2.4,113,2.0,2019-02-02,Saturday,12:00:00,2
2019-02-02 13:00:00,2.4,92,2.2,2019-02-02,Saturday,13:00:00,2
2019-02-02 14:00:00,2.4,66,2.3,2019-02-02,Saturday,14:00:00,2
2019-02-02 15:00:00,2.4,34,2.2,2019-02-02,Saturday,15:00:00,2
2019-02-02 16:00:00,2.5,6,1.8,2019-02-02,Saturday,16:00:00,2
2019-02-02 17:00:00,2.5,0,1.5,2019-02-02,Saturday,17:00:00,2
2019-02-02 18:00:00,2.6,0,1.3,2019-02-02,Saturday,18:00:00,2
2019-02-02 19:00:00,2.6,0,1.2,2019-02-02,Saturday,19:00:00,2
2019-02-02 20:00:00,2.7,0,1.1,2019-02-02,Saturday,20:00:00,2
2019-02-02 21:00:00,2.8,0,1.0,2019-02-02,Saturday,21:00:00,2
2019-02-02 22:00:00,2.9,0,1.0,2019-02-02,Saturday,22:00:00,2
2019-02-02 23:00:00,3.0,0,0.9,2019-02-02,Saturday,23:00:00,2
2019-02-03 00:00:00,3.2,0,0.9,2019-02-03,Sunday,00:00:00,2
2019-02-03 01:00:00,3.4,0,0.8,2019-02-03,Sunday,01:00:00,2
2019-02-03 02:00:00,3.6,0,0.7,2019-02-03,Sunday,02:00:00,2
2019-02-03 03:00:00,3.9,0,0.6,2019-02-03,Sunday,03:00:00,2
2019-02-03 04:00:00,4.1,0,0.6,2019-02-03,Sunday,04:00:00,2
2019-02-03 05:00:00,4.2,0,0.5,2019-02-03,Sunday,05:00:00,2
2019-02-03 06:00:00,4.3,0,0.3,2019-02-03,Sunday,06:00:00,2
2019-02-03 07:00:00,4.3,3,0.2,2019-02-03,Sunday,07:00:00,2
2019-02-03 08:00:00,4.3,28,0.2,2019-02-03,Sunday,08:00:00,2
2019-02-03 09:00:00,4.3,64,0.3,2019-02-03,Sunday,09:00:00,2
2019-02-03 10:00:00,4.3,108,0.5,2019-02-03,Sunday,10:00:00,2
2019-02-03 11:00:00,4.5,132,0.7,2019-02-03,Sunday,11:00:00,2
2019-02-03 12:00:00,4.6,126,0.9,2019-02-03,Sunday,12:00:00,2
2019-02-03 13:00:00,4.7,113,1.1,2019-02-03,Sunday,13:00:00,2
2019-02-03 14:00:00,4.6,83,1.1,2019-02-03,Sunday,14:00:00,2
2019-02-03 15:00:00,4.4,41,1.0,2019-02-03,Sunday,15:00:00,2
2019-02-03 16:00:00,4.1,6,0.8,2019-02-03,Sunday,16:00:00,2
2019-02-03 17:00:00,3.8,0,0.5,2019-02-03,Sunday,17:00:00,2
2019-02-03 18:00:00,3.6,0,0.2,2019-02-03,Sunday,18:00:00,2
2019-02-03 19:00:00,3.4,0,0.0,2019-02-03,Sunday,19:00:00,2
2019-02-03 20:00:00,3.3,0,-0.2,2019-02-03,Sunday,20:00:00,2
2019-02-03 21:00:00,3.2,0,-0.4,2019-02-03,Sunday,21:00:00,2
2019-02-03 22:00:00,3.1,0,-0.6,2019-02-03,Sunday,22:00:00,2
2019-02-03 23:00:00,3.0,0,-0.9,2019-02-03,Sunday,23:00:00,2
2019-02-04 00:00:00,2.9,0,-1.1,2019-02-04,Monday,00:00:00,2
2019-02-04 01:00:00,2.8,0,-1.4,2019-02-04,Monday,01:00:00,2
2019-02-04 02:00:00,2.8,0,-1.6,2019-02-04,Monday,02:00:00,2
2019-02-04 03:00:00,2.8,0,-1.9,2019-02-04,Monday,03:00:00,2
2019-02-04 04:00:00,2.8,0,-2.1,2019-02-04,Monday,04:00:00,2
2019-02-04 05:00:00,2.9,0,-2.3,2019-02-04,Monday,05:00:00,2
2019-02-04 06:00:00,3.0,0,-2.6,2019-02-04,Monday,06:00:00,2
2019-02-04 07:00:00,3.1,17,-2.8,2019-02-04,Monday,07:00:00,2
2019-02-04 08:00:00,3.2,98,-2.4,2019-02-04,Monday,08:00:00,2
2019-02-04 09:00:00,3.4,199,-1.1,2019-02-04,Monday,09:00:00,2
2019-02-04 10:00:00,3.6,276,0.3,2019-02-04,Monday,10:00:00,2
2019-02-04 11:00:00,4.0,323,1.3,2019-02-04,Monday,11:00:00,2
2019-02-04 12:00:00,4.5,322,2.1,2019-02-04,Monday,12:00:00,2
2019-02-04 13:00:00,4.8,266,2.4,2019-02-04,Monday,13:00:00,2
2019-02-04 14:00:00,4.9,186,2.4,2019-02-04,Monday,14:00:00,2
2019-02-04 15:00:00,4.6,88,2.0,2019-02-04,Monday,15:00:00,2
2019-02-04 16:00:00,4.4,13,1.1,2019-02-04,Monday,16:00:00,2
2019-02-04 17:00:00,4.3,0,0.2,2019-02-04,Monday,17:00:00,2
2019-02-04 18:00:00,4.4,0,-0.3,2019-02-04,Monday,18:00:00,2
2019-02-04 19:00:00,4.5,0,-0.5,2019-02-04,Monday,19:00:00,2
2019-02-04 20:00:00,4.6,0,-0.7,2019-02-04,Monday,20:00:00,2
2019-02-04 21:00:00,4.6,0,-0.7,2019-02-04,Monday,21:00:00,2
2019-02-04 22:00:00,4.6,0,-0.7,2019-02-04,Monday,22:00:00,2
2019-02-04 23:00:00,4.5,0,-0.8,2019-02-04,Monday,23:00:00,2
2019-02-05 00:00:00,4.4,0,-0.9,2019-02-05,Tuesday,00:00:00,2
2019-02-05 01:00:00,4.3,0,-1.0,2019-02-05,Tuesday,01:00:00,2
2019-02-05 02:00:00,4.1,0,-1.2,2019-02-05,Tuesday,02:00:00,2
2019-02-05 03:00:00,3.9,0,-1.5,2019-02-05,Tuesday,03:00:00,2
2019-02-05 04:00:00,3.8,0,-1.6,2019-02-05,Tuesday,04:00:00,2
2019-02-05 05:00:00,3.6,0,-1.8,2019-02-05,Tuesday,05:00:00,2
2019-02-05 06:00:00,3.6,0,-1.7,2019-02-05,Tuesday,06:00:00,2
2019-02-05 07:00:00,3.6,14,-1.7,2019-02-05,Tuesday,07:00:00,2
2019-02-05 08:00:00,3.6,77,-1.2,2019-02-05,Tuesday,08:00:00,2
2019-02-05 09:00:00,3.6,155,-0.4,2019-02-05,Tuesday,09:00:00,2
2019-02-05 10:00:00,3.7,207,0.5,2019-02-05,Tuesday,10:00:00,2
2019-02-05 11:00:00,3.7,246,1.3,2019-02-05,Tuesday,11:00:00,2
2019-02-05 12:00:00,3.7,230,1.9,2019-02-05,Tuesday,12:00:00,2
2019-02-05 13:00:00,3.7,199,2.3,2019-02-05,Tuesday,13:00:00,2
2019-02-05 14:00:00,3.6,138,2.5,2019-02-05,Tuesday,14:00:00,2
2019-02-05 15:00:00,3.4,71,2.3,2019-02-05,Tuesday,15:00:00,2
2019-02-05 16:00:00,3.1,13,1.8,2019-02-05,Tuesday,16:00:00,2
2019-02-05 17:00:00,2.9,0,1.1,2019-02-05,Tuesday,17:00:00,2
2019-02-05 18:00:00,2.8,0,0.6,2019-02-05,Tuesday,18:00:00,2
2019-02-05 19:00:00,2.8,0,0.3,2019-02-05,Tuesday,19:00:00,2
2019-02-05 20:00:00,2.9,0,-0.1,2019-02-05,Tuesday,20:00:00,2
2019-02-05 21:00:00,2.9,0,-0.4,2019-02-05,Tuesday,21:00:00,2
2019-02-05 22:00:00,2.8,0,-0.6,2019-02-05,Tuesday,22:00:00,2
2019-02-05 23:00:00,2.9,0,-0.9,2019-02-05,Tuesday,23:00:00,2
2019-02-06 00:00:00,2.9,0,-1.2,2019-02-06,Wednesday,00:00:00,2
2019-02-06 01:00:00,2.9,0,-1.4,2019-02-06,Wednesday,01:00:00,2
2019-02-06 02:00:00,2.9,0,-1.6,2019-02-06,Wednesday,02:00:00,2
2019-02-06 03:00:00,2.9,0,-1.8,2019-02-06,Wednesday,03:00:00,2
2019-02-06 04:00:00,2.9,0,-1.9,2019-02-06,Wednesday,04:00:00,2
2019-02-06 05:00:00,3.0,0,-2.0,2019-02-06,Wednesday,05:00:00,2
2019-02-06 06:00:00,3.1,0,-2.1,2019-02-06,Wednesday,06:00:00,2
2019-02-06 07:00:00,3.2,18,-2.1,2019-02-06,Wednesday,07:00:00,2
2019-02-06 08:00:00,3.4,86,-1.6,2019-02-06,Wednesday,08:00:00,2
2019-02-06 09:00:00,3.5,180,-0.5,2019-02-06,Wednesday,09:00:00,2
2019-02-06 10:00:00,3.8,234,0.7,2019-02-06,Wednesday,10:00:00,2
2019-02-06 11:00:00,3.9,270,1.8,2019-02-06,Wednesday,11:00:00,2
2019-02-06 12:00:00,4.0,277,2.7,2019-02-06,Wednesday,12:00:00,2
2019-02-06 13:00:00,4.0,250,3.3,2019-02-06,Wednesday,13:00:00,2
2019-02-06 14:00:00,3.9,173,3.6,2019-02-06,Wednesday,14:00:00,2
2019-02-06 15:00:00,3.8,86,3.4,2019-02-06,Wednesday,15:00:00,2
2019-02-06 16:00:00,3.6,17,2.6,2019-02-06,Wednesday,16:00:00,2
2019-02-06 17:00:00,3.4,0,1.5,2019-02-06,Wednesday,17:00:00,2
2019-02-06 18:00:00,3.3,0,0.9,2019-02-06,Wednesday,18:00:00,2
2019-02-06 19:00:00,3.4,0,0.6,2019-02-06,Wednesday,19:00:00,2
2019-02-06 20:00:00,3.2,0,0.4,2019-02-06,Wednesday,20:00:00,2
2019-02-06 21:00:00,3.2,0,0.1,2019-02-06,Wednesday,21:00:00,2
2019-02-06 22:00:00,3.2,0,-0.2,2019-02-06,Wednesday,22:00:00,2
2019-02-06 23:00:00,3.2,0,-0.3,2019-02-06,Wednesday,23:00:00,2
2019-02-07 00:00:00,3.2,0,-0.5,2019-02-07,Thursday,00:00:00,2
2019-02-07 01:00:00,3.2,0,-0.6,2019-02-07,Thursday,01:00:00,2
2019-02-07 02:00:00,3.4,0,-0.7,2019-02-07,Thursday,02:00:00,2
2019-02-07 03:00:00,3.5,0,-0.8,2019-02-07,Thursday,03:00:00,2
2019-02-07 04:00:00,3.7,0,-0.8,2019-02-07,Thursday,04:00:00,2
2019-02-07 05:00:00,3.8,0,-0.8,2019-02-07,Thursday,05:00:00,2
2019-02-07 06:00:00,4.0,0,-0.6,2019-02-07,Thursday,06:00:00,2
2019-02-07 07:00:00,4.2,13,-0.4,2019-02-07,Thursday,07:00:00,2
2019-02-07 08:00:00,4.4,57,0.0,2019-02-07,Thursday,08:00:00,2
2019-02-07 09:00:00,4.7,111,0.7,2019-02-07,Thursday,09:00:00,2
2019-02-07 10:00:00,4.9,137,1.4,2019-02-07,Thursday,10:00:00,2
2019-02-07 11:00:00,5.0,157,2.1,2019-02-07,Thursday,11:00:00,2
2019-02-07 12:00:00,5.2,155,2.7,2019-02-07,Thursday,12:00:00,2
2019-02-07 13:00:00,5.3,137,3.2,2019-02-07,Thursday,13:00:00,2
2019-02-07 14:00:00,5.3,108,3.4,2019-02-07,Thursday,14:00:00,2
2019-02-07 15:00:00,5.3,57,3.5,2019-02-07,Thursday,15:00:00,2
2019-02-07 16:00:00,5.1,11,3.3,2019-02-07,Thursday,16:00:00,2
2019-02-07 17:00:00,5.0,0,3.1,2019-02-07,Thursday,17:00:00,2
2019-02-07 18:00:00,5.1,0,2.9,2019-02-07,Thursday,18:00:00,2
2019-02-07 19:00:00,5.3,0,2.8,2019-02-07,Thursday,19:00:00,2
2019-02-07 20:00:00,5.3,0,2.7,2019-02-07,Thursday,20:00:00,2
2019-02-07 21:00:00,5.2,0,2.7,2019-02-07,Thursday,21:00:00,2
2019-02-07 22:00:00,5.1,0,2.8,2019-02-07,Thursday,22:00:00,2
2019-02-07 23:00:00,5.2,0,2.8,2019-02-07,Thursday,23:00:00,2
2019-02-08 00:00:00,5.2,0,2.8,2019-02-08,Friday,00:00:00,2
2019-02-08 01:00:00,5.2,0,2.8,2019-02-08,Friday,01:00:00,2
2019-02-08 02:00:00,5.1,0,2.8,2019-02-08,Friday,02:00:00,2
2019-02-08 03:00:00,5.0,0,2.8,2019-02-08,Friday,03:00:00,2
2019-02-08 04:00:00,5.0,0,2.8,2019-02-08,Friday,04:00:00,2
2019-02-08 05:00:00,4.9,0,2.8,2019-02-08,Friday,05:00:00,2
2019-02-08 06:00:00,4.9,0,2.8,2019-02-08,Friday,06:00:00,2
2019-02-08 07:00:00,5.0,18,2.8,2019-02-08,Friday,07:00:00,2
2019-02-08 08:00:00,5.0,89,3.2,2019-02-08,Friday,08:00:00,2
2019-02-08 09:00:00,5.3,173,4.0,2019-02-08,Friday,09:00:00,2
2019-02-08 10:00:00,5.6,242,4.9,2019-02-08,Friday,10:00:00,2
2019-02-08 11:00:00,5.8,272,5.6,2019-02-08,Friday,11:00:00,2
2019-02-08 12:00:00,6.0,269,6.1,2019-02-08,Friday,12:00:00,2
2019-02-08 13:00:00,6.0,229,6.4,2019-02-08,Friday,13:00:00,2
2019-02-08 14:00:00,5.9,155,6.6,2019-02-08,Friday,14:00:00,2
2019-02-08 15:00:00,5.7,74,6.4,2019-02-08,Friday,15:00:00,2
2019-02-08 16:00:00,5.5,12,5.8,2019-02-08,Friday,16:00:00,2
2019-02-08 17:00:00,5.4,0,5.3,2019-02-08,Friday,17:00:00,2
2019-02-08 18:00:00,5.5,0,4.9,2019-02-08,Friday,18:00:00,2
2019-02-08 19:00:00,5.7,0,4.8,2019-02-08,Friday,19:00:00,2
2019-02-08 20:00:00,5.8,0,4.7,2019-02-08,Friday,20:00:00,2
2019-02-08 21:00:00,6.0,0,4.6,2019-02-08,Friday,21:00:00,2
2019-02-08 22:00:00,6.1,0,4.6,2019-02-08,Friday,22:00:00,2
2019-02-08 23:00:00,6.2,0,4.6,2019-02-08,Friday,23:00:00,2
2019-02-09 00:00:00,6.2,0,4.5,2019-02-09,Saturday,00:00:00,2
2019-02-09 01:00:00,6.2,0,4.4,2019-02-09,Saturday,01:00:00,2
2019-02-09 02:00:00,6.2,0,4.4,2019-02-09,Saturday,02:00:00,2
2019-02-09 03:00:00,6.3,0,4.5,2019-02-09,Saturday,03:00:00,2
2019-02-09 04:00:00,6.4,0,4.5,2019-02-09,Saturday,04:00:00,2
2019-02-09 05:00:00,6.6,0,4.7,2019-02-09,Saturday,05:00:00,2
2019-02-09 06:00:00,6.7,0,4.9,2019-02-09,Saturday,06:00:00,2
2019-02-09 07:00:00,6.8,11,5.1,2019-02-09,Saturday,07:00:00,2
2019-02-09 08:00:00,6.9,66,5.4,2019-02-09,Saturday,08:00:00,2
2019-02-09 09:00:00,7.3,146,6.1,2019-02-09,Saturday,09:00:00,2
2019-02-09 10:00:00,7.9,220,6.9,2019-02-09,Saturday,10:00:00,2
2019-02-09 11:00:00,8.4,251,7.6,2019-02-09,Saturday,11:00:00,2
2019-02-09 12:00:00,8.7,256,8.0,2019-02-09,Saturday,12:00:00,2
2019-02-09 13:00:00,8.9,196,8.1,2019-02-09,Saturday,13:00:00,2
2019-02-09 14:00:00,8.9,144,8.1,2019-02-09,Saturday,14:00:00,2
2019-02-09 15:00:00,8.4,74,7.8,2019-02-09,Saturday,15:00:00,2
2019-02-09 16:00:00,7.9,16,7.3,2019-02-09,Saturday,16:00:00,2
2019-02-09 17:00:00,7.3,0,6.7,2019-02-09,Saturday,17:00:00,2
2019-02-09 18:00:00,7.1,0,6.4,2019-02-09,Saturday,18:00:00,2
2019-02-09 19:00:00,6.9,0,6.2,2019-02-09,Saturday,19:00:00,2
2019-02-09 20:00:00,6.6,0,6.0,2019-02-09,Saturday,20:00:00,2
2019-02-09 21:00:00,6.3,0,5.8,2019-02-09,Saturday,21:00:00,2
2019-02-09 22:00:00,6.0,0,5.6,2019-02-09,Saturday,22:00:00,2
2019-02-09 23:00:00,5.6,0,5.3,2019-02-09,Saturday,23:00:00,2
2019-02-10 00:00:00,5.3,0,5.1,2019-02-10,Sunday,00:00:00,2
2019-02-10 01:00:00,5.0,0,4.9,2019-02-10,Sunday,01:00:00,2
2019-02-10 02:00:00,4.7,0,4.7,2019-02-10,Sunday,02:00:00,2
2019-02-10 03:00:00,4.7,0,4.7,2019-02-10,Sunday,03:00:00,2
2019-02-10 04:00:00,4.8,0,4.6,2019-02-10,Sunday,04:00:00,2
2019-02-10 05:00:00,4.9,0,4.7,2019-02-10,Sunday,05:00:00,2
2019-02-10 06:00:00,5.1,0,4.8,2019-02-10,Sunday,06:00:00,2
2019-02-10 07:00:00,5.3,11,5.0,2019-02-10,Sunday,07:00:00,2
2019-02-10 08:00:00,5.7,49,5.5,2019-02-10,Sunday,08:00:00,2
2019-02-10 09:00:00,5.9,78,6.2,2019-02-10,Sunday,09:00:00,2
2019-02-10 10:00:00,6.3,128,6.8,2019-02-10,Sunday,10:00:00,2
2019-02-10 11:00:00,6.6,132,7.4,2019-02-10,Sunday,11:00:00,2
2019-02-10 12:00:00,6.8,135,7.8,2019-02-10,Sunday,12:00:00,2
2019-02-10 13:00:00,6.9,108,7.9,2019-02-10,Sunday,13:00:00,2
2019-02-10 14:00:00,7.0,78,7.8,2019-02-10,Sunday,14:00:00,2
2019-02-10 15:00:00,7.0,37,7.5,2019-02-10,Sunday,15:00:00,2
2019-02-10 16:00:00,7.0,7,7.0,2019-02-10,Sunday,16:00:00,2
2019-02-10 17:00:00,7.1,0,6.4,2019-02-10,Sunday,17:00:00,2
2019-02-10 18:00:00,7.4,0,5.8,2019-02-10,Sunday,18:00:00,2
2019-02-10 19:00:00,7.6,0,5.3,2019-02-10,Sunday,19:00:00,2
2019-02-10 20:00:00,7.9,0,4.9,2019-02-10,Sunday,20:00:00,2
2019-02-10 21:00:00,7.9,0,4.4,2019-02-10,Sunday,21:00:00,2
2019-02-10 22:00:00,7.9,0,4.1,2019-02-10,Sunday,22:00:00,2
2019-02-10 23:00:00,7.8,0,3.8,2019-02-10,Sunday,23:00:00,2
2019-02-11 00:00:00,7.7,0,3.5,2019-02-11,Monday,00:00:00,2
2019-02-11 01:00:00,7.6,0,3.3,2019-02-11,Monday,01:00:00,2
2019-02-11 02:00:00,7.5,0,3.1,2019-02-11,Monday,02:00:00,2
2019-02-11 03:00:00,7.3,0,2.9,2019-02-11,Monday,03:00:00,2
2019-02-11 04:00:00,7.2,0,2.8,2019-02-11,Monday,04:00:00,2
2019-02-11 05:00:00,7.1,0,2.7,2019-02-11,Monday,05:00:00,2
2019-02-11 06:00:00,6.9,0,2.7,2019-02-11,Monday,06:00:00,2
2019-02-11 07:00:00,6.8,11,2.7,2019-02-11,Monday,07:00:00,2
2019-02-11 08:00:00,6.7,52,2.8,2019-02-11,Monday,08:00:00,2
2019-02-11 09:00:00,6.9,107,3.1,2019-02-11,Monday,09:00:00,2
2019-02-11 10:00:00,7.1,145,3.5,2019-02-11,Monday,10:00:00,2
2019-02-11 11:00:00,7.3,186,3.9,2019-02-11,Monday,11:00:00,2
2019-02-11 12:00:00,7.5,167,4.1,2019-02-11,Monday,12:00:00,2
2019-02-11 13:00:00,7.6,173,4.3,2019-02-11,Monday,13:00:00,2
2019-02-11 14:00:00,7.5,156,4.3,2019-02-11,Monday,14:00:00,2
2019-02-11 15:00:00,7.2,82,4.1,2019-02-11,Monday,15:00:00,2
2019-02-11 16:00:00,6.7,17,3.7,2019-02-11,Monday,16:00:00,2
2019-02-11 17:00:00,6.2,0,3.2,2019-02-11,Monday,17:00:00,2
2019-02-11 18:00:00,6.0,0,2.8,2019-02-11,Monday,18:00:00,2
2019-02-11 19:00:00,5.8,0,2.5,2019-02-11,Monday,19:00:00,2
2019-02-11 20:00:00,5.6,0,2.2,2019-02-11,Monday,20:00:00,2
2019-02-11 21:00:00,5.3,0,1.8,2019-02-11,Monday,21:00:00,2
2019-02-11 22:00:00,5.1,0,1.6,2019-02-11,Monday,22:00:00,2
2019-02-11 23:00:00,5.0,0,1.5,2019-02-11,Monday,23:00:00,2
2019-02-12 00:00:00,5.1,0,1.4,2019-02-12,Tuesday,00:00:00,2
2019-02-12 01:00:00,5.1,0,1.4,2019-02-12,Tuesday,01:00:00,2
2019-02-12 02:00:00,5.1,0,1.4,2019-02-12,Tuesday,02:00:00,2
2019-02-12 03:00:00,5.1,0,1.4,2019-02-12,Tuesday,03:00:00,2
2019-02-12 04:00:00,5.1,0,1.3,2019-02-12,Tuesday,04:00:00,2
2019-02-12 05:00:00,4.9,0,1.2,2019-02-12,Tuesday,05:00:00,2
2019-02-12 06:00:00,4.8,0,1.0,2019-02-12,Tuesday,06:00:00,2
2019-02-12 07:00:00,4.7,17,0.9,2019-02-12,Tuesday,07:00:00,2
2019-02-12 08:00:00,4.5,85,1.2,2019-02-12,Tuesday,08:00:00,2
2019-02-12 09:00:00,4.6,154,1.8,2019-02-12,Tuesday,09:00:00,2
2019-02-12 10:00:00,4.9,208,2.4,2019-02-12,Tuesday,10:00:00,2
2019-02-12 11:00:00,5.1,253,3.0,2019-02-12,Tuesday,11:00:00,2
2019-02-12 12:00:00,5.1,261,3.5,2019-02-12,Tuesday,12:00:00,2
2019-02-12 13:00:00,5.0,215,3.8,2019-02-12,Tuesday,13:00:00,2
2019-02-12 14:00:00,4.8,164,4.0,2019-02-12,Tuesday,14:00:00,2
2019-02-12 15:00:00,4.5,90,4.0,2019-02-12,Tuesday,15:00:00,2
2019-02-12 16:00:00,4.1,21,3.6,2019-02-12,Tuesday,16:00:00,2
2019-02-12 17:00:00,3.5,0,2.9,2019-02-12,Tuesday,17:00:00,2
2019-02-12 18:00:00,3.2,0,2.3,2019-02-12,Tuesday,18:00:00,2
2019-02-12 19:00:00,3.3,0,2.0,2019-02-12,Tuesday,19:00:00,2
2019-02-12 20:00:00,3.5,0,1.8,2019-02-12,Tuesday,20:00:00,2
2019-02-12 21:00:00,3.6,0,1.6,2019-02-12,Tuesday,21:00:00,2
2019-02-12 22:00:00,3.6,0,1.5,2019-02-12,Tuesday,22:00:00,2
2019-02-12 23:00:00,3.8,0,1.4,2019-02-12,Tuesday,23:00:00,2
2019-02-13 00:00:00,3.9,0,1.4,2019-02-13,Wednesday,00:00:00,2
2019-02-13 01:00:00,3.9,0,1.2,2019-02-13,Wednesday,01:00:00,2
2019-02-13 02:00:00,4.0,0,1.2,2019-02-13,Wednesday,02:00:00,2
2019-02-13 03:00:00,4.0,0,1.1,2019-02-13,Wednesday,03:00:00,2
2019-02-13 04:00:00,4.0,0,1.0,2019-02-13,Wednesday,04:00:00,2
2019-02-13 05:00:00,4.0,0,0.9,2019-02-13,Wednesday,05:00:00,2
2019-02-13 06:00:00,4.1,0,0.9,2019-02-13,Wednesday,06:00:00,2
2019-02-13 07:00:00,4.1,23,0.9,2019-02-13,Wednesday,07:00:00,2
2019-02-13 08:00:00,4.1,87,1.6,2019-02-13,Wednesday,08:00:00,2
2019-02-13 09:00:00,4.2,162,2.7,2019-02-13,Wednesday,09:00:00,2
2019-02-13 10:00:00,4.2,216,3.9,2019-02-13,Wednesday,10:00:00,2
2019-02-13 11:00:00,4.2,247,4.9,2019-02-13,Wednesday,11:00:00,2
2019-02-13 12:00:00,4.3,259,5.7,2019-02-13,Wednesday,12:00:00,2
2019-02-13 13:00:00,4.2,235,6.3,2019-02-13,Wednesday,13:00:00,2
2019-02-13 14:00:00,4.1,174,6.7,2019-02-13,Wednesday,14:00:00,2
2019-02-13 15:00:00,3.8,94,6.7,2019-02-13,Wednesday,15:00:00,2
2019-02-13 16:00:00,3.6,23,6.1,2019-02-13,Wednesday,16:00:00,2
2019-02-13 17:00:00,3.4,0,4.9,2019-02-13,Wednesday,17:00:00,2
2019-02-13 18:00:00,3.3,0,4.0,2019-02-13,Wednesday,18:00:00,2
2019-02-13 19:00:00,3.3,0,3.4,2019-02-13,Wednesday,19:00:00,2
2019-02-13 20:00:00,3.3,0,2.9,2019-02-13,Wednesday,20:00:00,2
2019-02-13 21:00:00,3.2,0,2.5,2019-02-13,Wednesday,21:00:00,2
2019-02-13 22:00:00,3.1,0,2.2,2019-02-13,Wednesday,22:00:00,2
2019-02-13 23:00:00,3.0,0,1.9,2019-02-13,Wednesday,23:00:00,2
2019-02-14 00:00:00,2.9,0,1.5,2019-02-14,Thursday,00:00:00,2
2019-02-14 01:00:00,2.8,0,1.2,2019-02-14,Thursday,01:00:00,2
2019-02-14 02:00:00,2.8,0,1.0,2019-02-14,Thursday,02:00:00,2
2019-02-14 03:00:00,2.6,0,0.8,2019-02-14,Thursday,03:00:00,2
2019-02-14 04:00:00,2.5,0,0.6,2019-02-14,Thursday,04:00:00,2
2019-02-14 05:00:00,2.5,0,0.4,2019-02-14,Thursday,05:00:00,2
2019-02-14 06:00:00,2.5,0,0.3,2019-02-14,Thursday,06:00:00,2
2019-02-14 07:00:00,2.4,27,0.2,2019-02-14,Thursday,07:00:00,2
2019-02-14 08:00:00,2.4,104,1.0,2019-02-14,Thursday,08:00:00,2
2019-02-14 09:00:00,2.5,214,2.8,2019-02-14,Thursday,09:00:00,2
2019-02-14 10:00:00,2.7,322,4.6,2019-02-14,Thursday,10:00:00,2
2019-02-14 11:00:00,2.8,383,6.4,2019-02-14,Thursday,11:00:00,2
2019-02-14 12:00:00,2.9,404,7.9,2019-02-14,Thursday,12:00:00,2
2019-02-14 13:00:00,2.9,359,9.1,2019-02-14,Thursday,13:00:00,2
2019-02-14 14:00:00,2.8,261,9.8,2019-02-14,Thursday,14:00:00,2
2019-02-14 15:00:00,2.6,154,9.7,2019-02-14,Thursday,15:00:00,2
2019-02-14 16:00:00,2.4,37,8.5,2019-02-14,Thursday,16:00:00,2
