datetime,wind_speed,solar_radiation,month_year,nuclear_power,not_renewable,renewable,energy_price
2021-01-01 00:00:00,2.4,0,2021-01,8151.29225,34932.9675,11268.678,48.19
2021-01-01 01:00:00,2.3,0,2021-01,8156.947749999999,34955.981,10817.34625,44.68
2021-01-01 02:00:00,2.1,0,2021-01,8154.37725,35030.00525,10407.86475,42.92
2021-01-01 03:00:00,2.1,0,2021-01,8151.27975,34751.01925,10069.215,40.39
2021-01-01 04:00:00,2.0,0,2021-01,8151.0795,35223.30725,9884.20625,40.2
2021-01-01 05:00:00,2.0,0,2021-01,8155.3225,35769.008,9898.134,39.63
2021-01-01 06:00:00,1.9,0,2021-01,8153.495,35404.32175,9811.381,40.09
2021-01-01 07:00:00,1.9,0,2021-01,8158.04025,36160.7465,10165.2325,41.27
2021-01-01 08:00:00,1.9,14,2021-01,8160.67275,36693.72175,11345.0285,44.88
2021-01-01 09:00:00,1.9,51,2021-01,8161.848,36864.435750000004,13099.69875,45.0
2021-01-01 10:00:00,2.0,97,2021-01,8161.0805,37521.3,14248.35375,47.2
2021-01-01 11:00:00,2.1,114,2021-01,8153.8375,37763.4415,14640.8385,50.78
2021-01-01 12:00:00,2.1,109,2021-01,8153.9425,37684.43725,13968.1155,45.49
2021-01-01 13:00:00,2.2,96,2021-01,8155.5175,37889.96875,12395.525249999999,44.73
2021-01-01 14:00:00,2.1,50,2021-01,8157.655,38834.906,10694.46475,46.59
2021-01-01 15:00:00,2.0,16,2021-01,8156.84,39798.08775,10589.9755,52.99
2021-01-01 16:00:00,2.0,0,2021-01,8151.7325,40372.71975,11336.859,60.26
2021-01-01 17:00:00,1.9,0,2021-01,8151.5375,40442.391,11919.19875,60.61
2021-01-01 18:00:00,2.0,0,2021-01,8155.83,40505.497749999995,12323.875250000001,60.36
2021-01-01 19:00:00,2.0,0,2021-01,8152.98,40217.01,12517.90225,57.4
2021-01-01 20:00:00,1.9,0,2021-01,8149.7294999999995,39775.548500000004,12641.384750000001,53.86
2021-01-01 21:00:00,2.0,0,2021-01,8141.621,38986.57625,13049.248,53.45
2021-01-01 22:00:00,2.1,0,2021-01,8142.4037499999995,37225.329249999995,12655.58525,49.72
2021-01-01 23:00:00,2.1,0,2021-01,8093.85225,35547.620500000005,12299.53875,46.69
2021-01-02 00:00:00,2.1,0,2021-01,8121.0945,34753.852249999996,12056.57125,42.43
2021-01-02 01:00:00,2.2,0,2021-01,8101.245,33994.64675,11998.24725,41.09
2021-01-02 02:00:00,2.1,0,2021-01,8095.072,33790.963,11834.5205,40.0
2021-01-02 03:00:00,2.2,0,2021-01,8132.29025,34396.798500000004,11628.906500000001,37.55
2021-01-02 04:00:00,2.1,0,2021-01,8141.024,35129.40775,11275.33275,39.0
2021-01-02 05:00:00,2.1,0,2021-01,8130.763,36001.99925,11196.6905,42.09
2021-01-02 06:00:00,2.1,0,2021-01,8125.705,37416.77525,11044.235,44.96
2021-01-02 07:00:00,2.1,0,2021-01,8054.21825,39651.24925,10837.902750000001,48.45
2021-01-02 08:00:00,2.1,13,2021-01,8142.98875,41724.432499999995,11285.99675,52.0
2021-01-02 09:00:00,2.2,50,2021-01,8152.6275,42628.17875,11982.50375,52.0
2021-01-02 10:00:00,2.2,84,2021-01,8153.9775,42936.87775,12727.5235,52.15
2021-01-02 11:00:00,2.3,106,2021-01,8156.145,42788.60025,12825.39625,55.95
2021-01-02 12:00:00,2.4,104,2021-01,8156.4375,42816.3685,11944.62575,52.0
2021-01-02 13:00:00,2.4,72,2021-01,8155.2375,42706.5565,10741.19125,50.69
2021-01-02 14:00:00,2.4,41,2021-01,8154.4575,42599.504,9854.561249999999,53.45
2021-01-02 15:00:00,2.4,12,2021-01,8153.1475,42969.238249999995,9807.26275,59.99
2021-01-02 16:00:00,2.4,0,2021-01,8155.89,43289.462,10488.666000000001,62.0
2021-01-02 17:00:00,2.5,0,2021-01,8150.937,43352.07525,11470.466,63.08
2021-01-02 18:00:00,2.6,0,2021-01,8147.0465,43360.25025,12183.7625,62.17
2021-01-02 19:00:00,2.7,0,2021-01,8146.3315,43048.9155,12595.009250000001,60.03
2021-01-02 20:00:00,2.8,0,2021-01,8141.2785,42498.6995,13158.256000000001,55.03
2021-01-02 21:00:00,2.8,0,2021-01,8138.656,41021.34575,14052.13725,52.25
2021-01-02 22:00:00,2.9,0,2021-01,8117.5064999999995,38158.3985,15366.635,48.45
2021-01-02 23:00:00,3.0,0,2021-01,7994.31075,34732.58225,16565.91425,46.11
2021-01-03 00:00:00,3.0,0,2021-01,7738.1655,32395.23425,17415.8405,43.0
2021-01-03 01:00:00,3.1,0,2021-01,7542.3875,30890.023,18730.609,39.55
2021-01-03 02:00:00,3.2,0,2021-01,7613.3765,30031.747,19779.555,35.18
2021-01-03 03:00:00,3.3,0,2021-01,7620.342000000001,28980.4615,20860.677,33.45
2021-01-03 04:00:00,3.3,0,2021-01,7597.9625,28553.15025,22841.66775,32.37
2021-01-03 05:00:00,3.4,0,2021-01,7590.91475,28605.02075,24416.886749999998,31.7
2021-01-03 06:00:00,3.4,0,2021-01,7630.958,29420.60475,25585.48275,32.63
2021-01-03 07:00:00,3.5,0,2021-01,7551.696,30942.93325,26267.47175,36.9
2021-01-03 08:00:00,3.5,9,2021-01,7551.606,32151.84275,27262.16025,36.96
2021-01-03 09:00:00,3.6,33,2021-01,7569.1175,32961.82225,28644.21775,36.96
2021-01-03 10:00:00,3.7,63,2021-01,7565.727,33860.77975,29646.675750000002,43.72
2021-01-03 11:00:00,3.9,79,2021-01,7564.1745,34219.396,29865.6665,47.71
2021-01-03 12:00:00,3.9,71,2021-01,7568.34225,33719.03375,29464.277000000002,40.41
2021-01-03 13:00:00,3.9,58,2021-01,7582.60875,33059.123,29422.19625,39.66
2021-01-03 14:00:00,3.8,38,2021-01,7581.23375,33206.204,28497.206749999998,39.57
2021-01-03 15:00:00,3.8,12,2021-01,7581.121,33723.929000000004,28715.81725,36.11
2021-01-03 16:00:00,3.7,0,2021-01,7590.67475,34539.34575,28646.027000000002,45.04
2021-01-03 17:00:00,3.7,0,2021-01,7589.07675,34850.598750000005,28396.6765,52.56
2021-01-03 18:00:00,3.7,0,2021-01,7591.21425,34984.14925,27830.275250000002,45.84
2021-01-03 19:00:00,3.7,0,2021-01,7586.2865,34537.4455,27385.04075,35.83
2021-01-03 20:00:00,3.6,0,2021-01,7584.719,33479.363249999995,26359.2205,33.31
2021-01-03 21:00:00,3.6,0,2021-01,7587.211499999999,33176.014500000005,25245.32275,34.98
2021-01-03 22:00:00,3.5,0,2021-01,7588.01175,32235.36325,24764.682,27.39
2021-01-03 23:00:00,3.5,0,2021-01,7591.867,32274.08225,24411.84075,29.33
2021-01-04 00:00:00,3.5,0,2021-01,7583.9115,33324.6755,24017.735249999998,24.82
2021-01-04 01:00:00,3.5,0,2021-01,7530.2765,33963.633499999996,23908.4435,24.65
2021-01-04 02:00:00,3.5,0,2021-01,7568.2025,34511.011750000005,23658.63475,24.8
2021-01-04 03:00:00,3.5,0,2021-01,7572.695250000001,34729.60925,23412.245750000002,27.71
2021-01-04 04:00:00,3.5,0,2021-01,7576.4055,36469.2655,23081.58575,28.58
2021-01-04 05:00:00,3.5,0,2021-01,7576.89575,41880.6185,23186.5475,37.04
2021-01-04 06:00:00,3.5,0,2021-01,7569.38525,46737.63825,23187.46075,52.03
2021-01-04 07:00:00,3.4,0,2021-01,7586.764,48522.993749999994,23775.656,55.76
2021-01-04 08:00:00,3.4,11,2021-01,7591.282,49391.6845,23719.42725,57.06
2021-01-04 09:00:00,3.5,35,2021-01,7585.3465,50537.624500000005,24251.91575,57.18
2021-01-04 10:00:00,3.6,57,2021-01,7566.00725,51224.21925,24720.51325,60.0
2021-01-04 11:00:00,3.7,71,2021-01,7566.262000000001,50727.03275,24975.87875,61.27
2021-01-04 12:00:00,3.8,66,2021-01,7564.3245,50884.06525,24502.64875,60.28
2021-01-04 13:00:00,3.9,55,2021-01,7562.7245,51413.425,24436.49125,60.07
2021-01-04 14:00:00,3.9,32,2021-01,7560.67925,52011.54825,23983.79225,59.46
2021-01-04 15:00:00,3.9,10,2021-01,7559.83925,52592.02725,24129.9545,61.99
2021-01-04 16:00:00,3.9,0,2021-01,7564.184499999999,52570.04925,24229.533,66.82
2021-01-04 17:00:00,3.9,0,2021-01,7564.852,52495.23525,24080.57175,61.97
2021-01-04 18:00:00,3.9,0,2021-01,7566.752,52243.133,23801.777000000002,55.06
2021-01-04 19:00:00,3.9,0,2021-01,7566.99975,51911.8155,23428.17575,47.34
2021-01-04 20:00:00,3.9,0,2021-01,7563.7395,50631.10925,22835.354750000002,45.64
2021-01-04 21:00:00,3.8,0,2021-01,7564.2119999999995,49504.357749999996,22435.943,48.93
2021-01-04 22:00:00,3.8,0,2021-01,7564.287,47870.3185,22393.238250000002,44.64
2021-01-04 23:00:00,3.8,0,2021-01,7575.073,42535.69175,22373.8265,37.54
2021-01-05 00:00:00,3.8,0,2021-01,7650.03225,42091.107,22130.772,40.07
2021-01-05 01:00:00,3.7,0,2021-01,7683.3575,41541.724749999994,21831.63575,39.81
2021-01-05 02:00:00,3.8,0,2021-01,7715.59575,42083.64325,21799.2915,39.65
2021-01-05 03:00:00,3.8,0,2021-01,7758.7695,42627.309,21747.37125,40.2
2021-01-05 04:00:00,3.8,0,2021-01,7800.9985,45300.9675,21719.3235,44.26
2021-01-05 05:00:00,3.7,0,2021-01,7657.27275,48821.85025,22067.68075,47.06
2021-01-05 06:00:00,3.7,0,2021-01,7784.82925,51932.413,21879.25775,54.96
2021-01-05 07:00:00,3.6,0,2021-01,7792.445,53359.829,22085.03875,63.67
2021-01-05 08:00:00,3.5,9,2021-01,7850.35275,53750.95525,22311.8105,64.73
2021-01-05 09:00:00,3.6,31,2021-01,7855.183,53741.76275,23413.638,66.07
2021-01-05 10:00:00,3.6,51,2021-01,7864.43625,54075.33875,23828.18,65.97
2021-01-05 11:00:00,3.7,64,2021-01,7857.971,54248.65475,24217.326,65.46
2021-01-05 12:00:00,3.7,63,2021-01,7856.9655,54324.299,24263.95075,63.82
2021-01-05 13:00:00,3.7,51,2021-01,7859.81125,54758.01775,24444.28425,63.87
2021-01-05 14:00:00,3.8,33,2021-01,7853.5455,54889.56575,24047.18075,64.05
2021-01-05 15:00:00,3.8,9,2021-01,7854.143,54990.9445,23985.1635,64.26
2021-01-05 16:00:00,3.8,0,2021-01,7852.253,55091.27575,24118.436999999998,67.14
2021-01-05 17:00:00,3.7,0,2021-01,7851.80275,54956.69525,23897.2595,61.61
2021-01-05 18:00:00,3.6,0,2021-01,7856.845499999999,53943.83625,23703.016499999998,59.16
2021-01-05 19:00:00,3.6,0,2021-01,7851.583,53023.26925,23435.87525,59.26
2021-01-05 20:00:00,3.6,0,2021-01,7853.268,50728.3885,23283.5705,53.62
2021-01-05 21:00:00,3.6,0,2021-01,7854.278,49252.08775,22694.4875,53.86
2021-01-05 22:00:00,3.6,0,2021-01,7858.11075,46715.775,22457.84175,47.99
2021-01-05 23:00:00,3.6,0,2021-01,7933.48025,43675.89775,21927.078,44.41
2021-01-06 00:00:00,3.6,0,2021-01,8041.4775,43206.9975,21472.2305,42.94
2021-01-06 01:00:00,3.5,0,2021-01,8100.005,42977.02475,21300.44775,42.88
2021-01-06 02:00:00,3.5,0,2021-01,8102.79775,42886.988,21070.86375,42.15
2021-01-06 03:00:00,3.4,0,2021-01,8026.891,43549.43625,20367.1965,43.23
2021-01-06 04:00:00,3.4,0,2021-01,8018.01525,44919.29425,19447.36375,44.56
2021-01-06 05:00:00,3.3,0,2021-01,8042.42225,47807.97325,19206.802,47.4
2021-01-06 06:00:00,3.3,0,2021-01,8122.30475,50575.008,18587.61625,44.05
2021-01-06 07:00:00,3.3,0,2021-01,8146.0415,53551.28,18487.78175,53.41
2021-01-06 08:00:00,3.3,12,2021-01,8146.6314999999995,54377.562999999995,17872.08225,54.8
2021-01-06 09:00:00,3.2,37,2021-01,8148.476500000001,55325.43775,17142.23275,53.94
2021-01-06 10:00:00,3.2,59,2021-01,8150.057,56355.95925,16776.18175,58.3
2021-01-06 11:00:00,3.2,71,2021-01,8150.327,56329.98925,16858.4395,61.43
2021-01-06 12:00:00,3.2,72,2021-01,8157.2125,56324.2185,16374.7145,61.92
2021-01-06 13:00:00,3.3,65,2021-01,8151.635,56498.72275,15824.0635,57.0
2021-01-06 14:00:00,3.3,41,2021-01,8154.6175,56736.208249999996,15132.382249999999,57.53
2021-01-06 15:00:00,3.1,13,2021-01,8161.098,56698.28625,15156.0625,61.68
2021-01-06 16:00:00,2.9,0,2021-01,8163.4085,56642.79425,15320.7435,61.84
2021-01-06 17:00:00,2.9,0,2021-01,8163.8060000000005,56509.88,15145.426,57.46
2021-01-06 18:00:00,2.9,0,2021-01,8163.2535,56518.621,14554.71325,58.06
2021-01-06 19:00:00,2.9,0,2021-01,8163.2035000000005,56143.23425,14099.635,59.97
2021-01-06 20:00:00,2.9,0,2021-01,8160.9405,55351.33075,14006.006000000001,52.95
2021-01-06 21:00:00,2.9,0,2021-01,8160.0375,53944.2685,14050.87175,52.95
2021-01-06 22:00:00,2.9,0,2021-01,8155.907499999999,51255.30975,13886.19925,49.53
2021-01-06 23:00:00,3.0,0,2021-01,8150.66925,49240.104,13497.0075,51.03
2021-01-07 00:00:00,3.0,0,2021-01,8152.28225,48815.391,13409.12775,50.18
2021-01-07 01:00:00,3.0,0,2021-01,8158.49,47981.58725,13450.726,48.97
2021-01-07 02:00:00,3.0,0,2021-01,8157.639999999999,47187.976,13658.201000000001,46.72
2021-01-07 03:00:00,3.0,0,2021-01,8155.1052500000005,47783.1875,13829.240249999999,46.87
2021-01-07 04:00:00,3.1,0,2021-01,8162.6285,51304.276,14018.1555,50.08
2021-01-07 05:00:00,3.1,0,2021-01,8164.09575,55577.5685,14036.956,57.34
2021-01-07 06:00:00,3.0,0,2021-01,8169.5485,57917.58575,13890.31675,67.8
2021-01-07 07:00:00,2.9,0,2021-01,8168.086,59220.84375,13933.11875,86.51
2021-01-07 08:00:00,2.9,17,2021-01,8160.8279999999995,59225.0455,14094.447250000001,86.54
2021-01-07 09:00:00,3.0,51,2021-01,8163.8385,59201.2815,14605.13075,85.08
2021-01-07 10:00:00,3.1,84,2021-01,8163.6335,59124.13075,15170.89775,88.74
2021-01-07 11:00:00,3.2,111,2021-01,8163.726000000001,59149.83025,15343.0295,88.76
2021-01-07 12:00:00,3.4,104,2021-01,8165.7985,59121.94075,14939.36125,84.31
2021-01-07 13:00:00,3.3,84,2021-01,8165.8885,58637.17,13933.77225,80.4
2021-01-07 14:00:00,3.2,50,2021-01,8168.361,59025.5685,13047.426,83.57
2021-01-07 15:00:00,3.0,18,2021-01,8170.6085,59011.812,13221.86625,89.68
2021-01-07 16:00:00,2.9,0,2021-01,8179.9995,58880.3175,13756.806,100.0
2021-01-07 17:00:00,2.9,0,2021-01,8174.54925,58212.29575,14456.161250000001,90.43
2021-01-07 18:00:00,2.9,0,2021-01,8172.6115,57842.9545,14650.69225,80.28
2021-01-07 19:00:00,3.0,0,2021-01,8166.846,56742.53275,14320.9055,66.8
2021-01-07 20:00:00,3.1,0,2021-01,8161.613,55370.3675,14070.86775,60.22
2021-01-07 21:00:00,3.1,0,2021-01,8156.1825,54826.34675,13833.46775,59.69
2021-01-07 22:00:00,3.1,0,2021-01,8151.87,53941.4425,13863.42425,52.25
2021-01-07 23:00:00,3.1,0,2021-01,8144.954,52272.507,13794.78275,50.53
2021-01-08 00:00:00,3.1,0,2021-01,8153.8175,51161.96425,13532.20275,48.43
2021-01-08 01:00:00,3.1,0,2021-01,8155.285,50750.871,13381.4455,47.24
2021-01-08 02:00:00,3.1,0,2021-01,8145.7567500000005,50565.2205,13402.18075,45.61
2021-01-08 03:00:00,3.0,0,2021-01,8155.967500000001,50391.90575,13374.14575,46.81
2021-01-08 04:00:00,3.0,0,2021-01,8164.111,52788.39875,13251.3035,51.57
2021-01-08 05:00:00,3.1,0,2021-01,8150.2245,56694.261,13153.7345,60.67
2021-01-08 06:00:00,3.1,0,2021-01,8151.3595000000005,58036.93975,13363.624749999999,79.56
2021-01-08 07:00:00,3.1,0,2021-01,8162.26325,59759.55225,13441.122,103.54
2021-01-08 08:00:00,3.0,16,2021-01,8163.151,60258.258499999996,13401.30475,110.45
2021-01-08 09:00:00,3.0,49,2021-01,8161.54575,60253.9455,13849.534749999999,109.96
2021-01-08 10:00:00,3.2,78,2021-01,8156.745,59848.60375,14245.31125,106.82
2021-01-08 11:00:00,3.3,107,2021-01,8154.075,59863.33725,14227.028750000001,102.37
2021-01-08 12:00:00,3.5,103,2021-01,8154.1925,59660.26825,13802.76925,97.61
2021-01-08 13:00:00,3.5,75,2021-01,8154.219999999999,59294.597,13085.033,95.0
2021-01-08 14:00:00,3.3,46,2021-01,8154.9925,59183.205500000004,12617.253499999999,95.42
2021-01-08 15:00:00,3.1,15,2021-01,8151.445,59851.88325,12417.70025,95.0
2021-01-08 16:00:00,2.9,0,2021-01,8150.3369999999995,59899.66025,13047.24875,110.0
2021-01-08 17:00:00,2.8,0,2021-01,8151.4195,60029.32675,13067.801,102.41
2021-01-08 18:00:00,2.7,0,2021-01,8152.0225,60007.86075,12864.0645,88.05
2021-01-08 19:00:00,2.7,0,2021-01,8155.6475,58074.12025,12475.408749999999,64.24
2021-01-08 20:00:00,2.7,0,2021-01,8160.0355,56438.12775,12447.62275,59.43
2021-01-08 21:00:00,2.6,0,2021-01,8161.8055,55512.74925,12259.88225,57.6
2021-01-08 22:00:00,2.6,0,2021-01,8152.65475,52727.88425,12165.46925,51.75
2021-01-08 23:00:00,2.6,0,2021-01,8136.381,49432.077,11924.345000000001,54.73
2021-01-09 00:00:00,2.6,0,2021-01,8143.4065,48694.20575,11783.02025,52.39
2021-01-09 01:00:00,2.5,0,2021-01,8143.134,48654.28625,11695.15475,51.67
2021-01-09 02:00:00,2.5,0,2021-01,8139.501,48818.41025,11627.70775,50.88
2021-01-09 03:00:00,2.5,0,2021-01,8152.98475,48859.60875,11569.97975,50.02
2021-01-09 04:00:00,2.5,0,2021-01,8149.55425,48926.37725,11493.01075,49.1
2021-01-09 05:00:00,2.5,0,2021-01,8147.906999999999,49538.64525,11326.64675,49.57
2021-01-09 06:00:00,2.4,0,2021-01,8153.27225,51402.766749999995,11016.47475,53.82
2021-01-09 07:00:00,2.4,0,2021-01,8160.617749999999,54026.116,10982.6335,59.8
2021-01-09 08:00:00,2.3,24,2021-01,8153.735,54529.873,11267.226,66.92
2021-01-09 09:00:00,2.3,78,2021-01,8164.1785,54668.233,12127.071,67.71
2021-01-09 10:00:00,2.3,126,2021-01,8155.7325,54703.424750000006,12849.21225,68.0
2021-01-09 11:00:00,2.4,157,2021-01,8154.865,54804.34425,13057.83,67.01
2021-01-09 12:00:00,2.6,152,2021-01,8161.0157500000005,54669.2085,12623.4905,62.53
2021-01-09 13:00:00,2.7,122,2021-01,8160.35775,54580.68875,11604.34075,60.0
2021-01-09 14:00:00,2.7,67,2021-01,8164.6085,55066.9315,10267.389,60.0
2021-01-09 15:00:00,2.5,21,2021-01,8169.016,55161.48575,9543.985,62.78
2021-01-09 16:00:00,2.4,0,2021-01,8143.129000000001,55050.467000000004,9677.983,69.92
2021-01-09 17:00:00,2.2,0,2021-01,8135.480750000001,54927.32125,9715.19375,71.99
2021-01-09 18:00:00,2.1,0,2021-01,8133.2055,55162.58075,9584.793,68.95
2021-01-09 19:00:00,2.0,0,2021-01,8022.3857499999995,54651.87525,9580.771999999999,62.66
2021-01-09 20:00:00,2.1,0,2021-01,7814.222,53628.01925,9574.15625,56.54
2021-01-09 21:00:00,2.1,0,2021-01,7672.46675,52418.486,9685.2095,55.81
2021-01-09 22:00:00,2.0,0,2021-01,7572.96775,50631.77425,9934.26825,50.85
2021-01-09 23:00:00,2.1,0,2021-01,7668.69625,47399.2955,10446.78275,54.65
2021-01-10 00:00:00,2.1,0,2021-01,7870.974749999999,45431.075,10876.13,51.79
2021-01-10 01:00:00,2.1,0,2021-01,7927.42975,44212.8905,11629.775,50.58
2021-01-10 02:00:00,2.2,0,2021-01,7932.97,43886.62125,12042.568,47.98
2021-01-10 03:00:00,2.2,0,2021-01,7933.755,43603.866500000004,12689.9985,47.6
2021-01-10 04:00:00,2.2,0,2021-01,7925.1065,43810.12075,13093.22125,47.59
2021-01-10 05:00:00,2.4,0,2021-01,7927.9125,43484.6955,13784.0605,42.09
2021-01-10 06:00:00,2.4,0,2021-01,7930.36975,44317.561499999996,14532.92125,44.56
2021-01-10 07:00:00,2.4,1,2021-01,7925.912,45319.58725,15550.4925,49.46
2021-01-10 08:00:00,2.5,31,2021-01,7929.08975,46460.215,17431.80425,54.96
2021-01-10 09:00:00,2.6,100,2021-01,7928.2575,46595.95625,20375.427750000003,53.63
2021-01-10 10:00:00,2.8,161,2021-01,7927.3445,46527.78275,22832.96225,55.57
2021-01-10 11:00:00,3.0,208,2021-01,7915.786,45936.51175,24764.0965,54.17
2021-01-10 12:00:00,3.2,211,2021-01,7909.14525,45194.35925,25446.19225,52.62
2021-01-10 13:00:00,3.2,173,2021-01,7913.63075,44961.244,24188.6795,53.18
2021-01-10 14:00:00,3.2,122,2021-01,7920.2965,45973.66875,21909.0705,54.85
2021-01-10 15:00:00,3.2,41,2021-01,7917.47375,47066.774,20659.73625,56.52
2021-01-10 16:00:00,3.1,1,2021-01,7925.68675,47858.37875,22065.305500000002,62.09
2021-01-10 17:00:00,3.1,0,2021-01,8094.23675,47684.173500000004,22304.076,63.41
2021-01-10 18:00:00,3.1,0,2021-01,8139.8935,47271.3175,22567.6515,56.39
2021-01-10 19:00:00,3.1,0,2021-01,8140.210999999999,46700.5325,22422.000500000002,55.64
2021-01-10 20:00:00,3.1,0,2021-01,8143.9015,45614.17625,21943.03925,53.33
2021-01-10 21:00:00,3.0,0,2021-01,8144.719,45190.756250000006,21424.6755,52.05
2021-01-10 22:00:00,3.0,0,2021-01,8024.840749999999,41890.556500000006,22128.02225,37.24
2021-01-10 23:00:00,3.1,0,2021-01,7842.80925,39925.437,23088.1175,44.9
2021-01-11 00:00:00,3.1,0,2021-01,7811.89175,39068.01425,25162.93375,44.74
2021-01-11 01:00:00,3.2,0,2021-01,7815.22725,38471.927500000005,26158.92325,45.06
2021-01-11 02:00:00,3.2,0,2021-01,7835.4315,38035.8005,26907.4935,44.07
2021-01-11 03:00:00,3.4,0,2021-01,7832.6285,39207.1805,27935.32125,44.53
2021-01-11 04:00:00,3.5,0,2021-01,7842.4794999999995,40895.04225,28916.59175,42.74
2021-01-11 05:00:00,3.6,0,2021-01,7844.44975,44654.689,30138.002500000002,54.62
2021-01-11 06:00:00,3.7,0,2021-01,7851.4725,46196.6235,31216.72375,67.11
2021-01-11 07:00:00,3.8,1,2021-01,7855.3330000000005,46990.8245,32453.033499999998,70.59
2021-01-11 08:00:00,3.9,33,2021-01,7854.903,47532.24175,34042.191249999996,58.32
2021-01-11 09:00:00,4.1,86,2021-01,7854.1630000000005,47496.80325,36119.549250000004,55.89
2021-01-11 10:00:00,4.3,137,2021-01,7763.35225,47788.799,37522.72075,54.49
2021-01-11 11:00:00,4.5,154,2021-01,7666.86875,47755.65825,38302.82525,53.35
2021-01-11 12:00:00,4.7,159,2021-01,7634.81325,47466.070999999996,38543.67575,48.39
2021-01-11 13:00:00,4.8,131,2021-01,7632.0955,47344.44875,38147.59825,49.57
2021-01-11 14:00:00,4.8,83,2021-01,7636.3135,47467.10375,37671.58375,50.96
2021-01-11 15:00:00,5.0,29,2021-01,7559.17925,47402.81075,37998.31325,49.12
2021-01-11 16:00:00,5.0,1,2021-01,7525.50875,47445.70025,39226.40975,53.44
2021-01-11 17:00:00,5.1,0,2021-01,7516.24,46499.2105,40576.04975,47.94
2021-01-11 18:00:00,5.3,0,2021-01,7518.298,44941.0415,40999.23325,42.16
2021-01-11 19:00:00,5.5,0,2021-01,7460.618,41133.3285,42092.64075,38.03
2021-01-11 20:00:00,5.6,0,2021-01,7458.8175,36236.996750000006,42874.07675,34.24
2021-01-11 21:00:00,5.9,0,2021-01,7441.7485,33725.138999999996,42330.35375,34.01
2021-01-11 22:00:00,6.0,0,2021-01,7394.8945,32191.73875,43025.24575,27.39
2021-01-11 23:00:00,6.1,0,2021-01,7437.85825,29430.20325,44193.93225,18.96
2021-01-12 00:00:00,6.3,0,2021-01,7355.9085,29276.25475,44643.51425,15.82
2021-01-12 01:00:00,6.4,0,2021-01,7473.2915,29438.436,43061.33175,19.0
2021-01-12 02:00:00,6.4,0,2021-01,7450.49225,29624.77075,41683.305250000005,24.14
2021-01-12 03:00:00,6.3,0,2021-01,7336.68925,30601.7955,39949.9535,27.0
2021-01-12 04:00:00,6.2,0,2021-01,7213.498250000001,33294.1855,38859.645,35.94
2021-01-12 05:00:00,6.2,0,2021-01,7340.7922499999995,38596.72325,37752.62725,40.96
2021-01-12 06:00:00,6.0,0,2021-01,7573.153,43701.9925,35963.576,54.51
2021-01-12 07:00:00,5.9,0,2021-01,7663.02075,45570.314,34419.26525,60.64
2021-01-12 08:00:00,5.8,13,2021-01,7736.4825,45811.0035,33607.33425,54.96
2021-01-12 09:00:00,5.9,43,2021-01,7916.23125,46386.08275,33911.642,56.5
2021-01-12 10:00:00,5.8,79,2021-01,7982.44475,47746.63375,34416.67275,57.88
2021-01-12 11:00:00,6.0,101,2021-01,7968.40575,47516.7975,35680.53,59.64
2021-01-12 12:00:00,6.2,99,2021-01,7954.507,46529.50925,36797.793,54.94
2021-01-12 13:00:00,6.2,81,2021-01,7958.27225,46402.642250000004,36048.49025,51.55
2021-01-12 14:00:00,6.1,55,2021-01,7960.37275,47543.22525,34906.69625,55.56
2021-01-12 15:00:00,5.8,15,2021-01,7962.7575,48364.55475,34930.36375,63.01
2021-01-12 16:00:00,5.6,0,2021-01,7924.65675,48355.69725,35480.7195,64.6
2021-01-12 17:00:00,5.4,0,2021-01,7701.47675,46904.5075,36447.49225,61.89
2021-01-12 18:00:00,5.4,0,2021-01,7588.13425,45621.34325,36979.61275,54.9
2021-01-12 19:00:00,5.3,0,2021-01,7578.0535,42830.11075,37159.4165,53.25
2021-01-12 20:00:00,5.3,0,2021-01,7537.5197499999995,40954.94075,37208.14125,44.84
2021-01-12 21:00:00,5.2,0,2021-01,7553.78075,39482.6235,36493.423500000004,38.68
2021-01-12 22:00:00,5.0,0,2021-01,7539.6525,37251.61525,36449.9485,37.24
2021-01-12 23:00:00,4.9,0,2021-01,7556.6865,34452.95725,36471.79075,34.59
2021-01-13 00:00:00,4.9,0,2021-01,7568.09525,33094.01325,35941.86,33.47
2021-01-13 01:00:00,4.9,0,2021-01,7563.53975,32711.52775,36367.66575,32.36
2021-01-13 02:00:00,4.9,0,2021-01,7572.92275,32942.348,37059.6025,30.84
2021-01-13 03:00:00,4.9,0,2021-01,7567.95,33985.22,37385.26925,31.68
2021-01-13 04:00:00,4.8,0,2021-01,7570.24525,36281.00925,37859.2685,36.81
2021-01-13 05:00:00,5.0,0,2021-01,7627.46275,39692.80225,38572.9775,41.87
2021-01-13 06:00:00,5.0,0,2021-01,7565.35975,40812.02025,39706.87375,46.21
2021-01-13 07:00:00,5.1,1,2021-01,7582.62875,41413.3075,40575.679,56.14
2021-01-13 08:00:00,5.3,29,2021-01,7563.2645,41428.87925,42204.255000000005,47.71
2021-01-13 09:00:00,5.6,84,2021-01,7550.50825,41058.301,45423.86475,46.23
2021-01-13 10:00:00,5.9,126,2021-01,7565.04975,40053.6465,48197.10525,43.82
2021-01-13 11:00:00,6.4,126,2021-01,7552.77375,39387.07275,49772.095,41.22
2021-01-13 12:00:00,6.8,113,2021-01,7543.58775,38733.85625,50487.4715,40.04
