datetime,wind_speed,solar_radiation,temperature,date,day_of_week,time,month
2020-04-18 09:00:00,2.7,582,15.4,2020-04-18,Saturday,09:00:00,4
2020-04-18 10:00:00,3.0,648,16.8,2020-04-18,Saturday,10:00:00,4
2020-04-18 11:00:00,3.2,708,17.9,2020-04-18,Saturday,11:00:00,4
2020-04-18 12:00:00,3.4,701,18.4,2020-04-18,Saturday,12:00:00,4
2020-04-18 13:00:00,3.5,613,18.8,2020-04-18,Saturday,13:00:00,4
2020-04-18 14:00:00,3.7,507,18.8,2020-04-18,Saturday,14:00:00,4
2020-04-18 15:00:00,3.9,400,18.4,2020-04-18,Saturday,15:00:00,4
2020-04-18 16:00:00,4.0,267,17.7,2020-04-18,Saturday,16:00:00,4
2020-04-18 17:00:00,3.9,133,16.6,2020-04-18,Saturday,17:00:00,4
2020-04-18 18:00:00,3.5,30,15.1,2020-04-18,Saturday,18:00:00,4
2020-04-18 19:00:00,3.1,0,13.4,2020-04-18,Saturday,19:00:00,4
2020-04-18 20:00:00,2.9,0,12.2,2020-04-18,Saturday,20:00:00,4
2020-04-18 21:00:00,2.9,0,11.4,2020-04-18,Saturday,21:00:00,4
2020-04-18 22:00:00,2.9,0,10.7,2020-04-18,Saturday,22:00:00,4
2020-04-18 23:00:00,2.9,0,9.9,2020-04-18,Saturday,23:00:00,4
2020-04-19 00:00:00,2.8,0,9.2,2020-04-19,Sunday,00:00:00,4
2020-04-19 01:00:00,2.7,0,8.7,2020-04-19,Sunday,01:00:00,4
2020-04-19 02:00:00,2.6,0,8.2,2020-04-19,Sunday,02:00:00,4
2020-04-19 03:00:00,2.6,0,7.7,2020-04-19,Sunday,03:00:00,4
2020-04-19 04:00:00,2.6,1,7.2,2020-04-19,Sunday,04:00:00,4
2020-04-19 05:00:00,2.6,40,7.0,2020-04-19,Sunday,05:00:00,4
2020-04-19 06:00:00,2.8,156,8.3,2020-04-19,Sunday,06:00:00,4
2020-04-19 07:00:00,3.3,294,9.7,2020-04-19,Sunday,07:00:00,4
2020-04-19 08:00:00,3.7,426,10.9,2020-04-19,Sunday,08:00:00,4
2020-04-19 09:00:00,4.0,586,12.0,2020-04-19,Sunday,09:00:00,4
2020-04-19 10:00:00,4.3,690,13.0,2020-04-19,Sunday,10:00:00,4
2020-04-19 11:00:00,4.6,738,13.8,2020-04-19,Sunday,11:00:00,4
2020-04-19 12:00:00,4.8,703,14.5,2020-04-19,Sunday,12:00:00,4
2020-04-19 13:00:00,5.1,684,14.9,2020-04-19,Sunday,13:00:00,4
2020-04-19 14:00:00,5.4,591,15.2,2020-04-19,Sunday,14:00:00,4
2020-04-19 15:00:00,5.5,460,15.1,2020-04-19,Sunday,15:00:00,4
2020-04-19 16:00:00,5.8,304,14.7,2020-04-19,Sunday,16:00:00,4
2020-04-19 17:00:00,5.8,162,13.8,2020-04-19,Sunday,17:00:00,4
2020-04-19 18:00:00,5.4,42,12.5,2020-04-19,Sunday,18:00:00,4
2020-04-19 19:00:00,4.8,0,10.9,2020-04-19,Sunday,19:00:00,4
2020-04-19 20:00:00,4.5,0,9.7,2020-04-19,Sunday,20:00:00,4
2020-04-19 21:00:00,4.6,0,8.8,2020-04-19,Sunday,21:00:00,4
2020-04-19 22:00:00,4.5,0,8.0,2020-04-19,Sunday,22:00:00,4
2020-04-19 23:00:00,4.4,0,7.2,2020-04-19,Sunday,23:00:00,4
2020-04-20 00:00:00,4.3,0,6.5,2020-04-20,Monday,00:00:00,4
2020-04-20 01:00:00,4.2,0,5.9,2020-04-20,Monday,01:00:00,4
2020-04-20 02:00:00,4.2,0,5.4,2020-04-20,Monday,02:00:00,4
2020-04-20 03:00:00,4.2,0,4.9,2020-04-20,Monday,03:00:00,4
2020-04-20 04:00:00,4.1,3,4.4,2020-04-20,Monday,04:00:00,4
2020-04-20 05:00:00,4.1,58,4.4,2020-04-20,Monday,05:00:00,4
2020-04-20 06:00:00,4.3,202,6.2,2020-04-20,Monday,06:00:00,4
2020-04-20 07:00:00,5.0,361,8.1,2020-04-20,Monday,07:00:00,4
2020-04-20 08:00:00,5.8,513,9.8,2020-04-20,Monday,08:00:00,4
2020-04-20 09:00:00,6.3,643,11.3,2020-04-20,Monday,09:00:00,4
2020-04-20 10:00:00,6.7,754,12.6,2020-04-20,Monday,10:00:00,4
2020-04-20 11:00:00,6.9,806,13.6,2020-04-20,Monday,11:00:00,4
2020-04-20 12:00:00,7.1,787,14.5,2020-04-20,Monday,12:00:00,4
2020-04-20 13:00:00,7.2,721,15.2,2020-04-20,Monday,13:00:00,4
2020-04-20 14:00:00,7.4,641,15.5,2020-04-20,Monday,14:00:00,4
2020-04-20 15:00:00,7.4,499,15.6,2020-04-20,Monday,15:00:00,4
2020-04-20 16:00:00,7.4,348,15.3,2020-04-20,Monday,16:00:00,4
2020-04-20 17:00:00,7.3,186,14.5,2020-04-20,Monday,17:00:00,4
2020-04-20 18:00:00,6.8,47,13.3,2020-04-20,Monday,18:00:00,4
2020-04-20 19:00:00,6.0,0,11.8,2020-04-20,Monday,19:00:00,4
2020-04-20 20:00:00,5.7,0,10.8,2020-04-20,Monday,20:00:00,4
2020-04-20 21:00:00,5.6,0,10.0,2020-04-20,Monday,21:00:00,4
2020-04-20 22:00:00,5.6,0,9.2,2020-04-20,Monday,22:00:00,4
2020-04-20 23:00:00,5.5,0,8.6,2020-04-20,Monday,23:00:00,4
2020-04-21 00:00:00,5.3,0,8.0,2020-04-21,Tuesday,00:00:00,4
2020-04-21 01:00:00,5.2,0,7.3,2020-04-21,Tuesday,01:00:00,4
2020-04-21 02:00:00,5.1,0,6.8,2020-04-21,Tuesday,02:00:00,4
2020-04-21 03:00:00,5.0,0,6.3,2020-04-21,Tuesday,03:00:00,4
2020-04-21 04:00:00,5.0,3,5.8,2020-04-21,Tuesday,04:00:00,4
2020-04-21 05:00:00,5.0,61,5.8,2020-04-21,Tuesday,05:00:00,4
2020-04-21 06:00:00,5.4,207,7.3,2020-04-21,Tuesday,06:00:00,4
2020-04-21 07:00:00,6.0,372,9.0,2020-04-21,Tuesday,07:00:00,4
2020-04-21 08:00:00,6.6,523,10.8,2020-04-21,Tuesday,08:00:00,4
2020-04-21 09:00:00,7.2,653,12.4,2020-04-21,Tuesday,09:00:00,4
2020-04-21 10:00:00,7.6,758,13.8,2020-04-21,Tuesday,10:00:00,4
2020-04-21 11:00:00,7.8,810,15.0,2020-04-21,Tuesday,11:00:00,4
2020-04-21 12:00:00,7.9,803,16.0,2020-04-21,Tuesday,12:00:00,4
2020-04-21 13:00:00,8.0,740,16.6,2020-04-21,Tuesday,13:00:00,4
2020-04-21 14:00:00,8.1,645,17.1,2020-04-21,Tuesday,14:00:00,4
2020-04-21 15:00:00,8.1,514,17.1,2020-04-21,Tuesday,15:00:00,4
2020-04-21 16:00:00,8.1,350,16.8,2020-04-21,Tuesday,16:00:00,4
2020-04-21 17:00:00,7.8,188,16.0,2020-04-21,Tuesday,17:00:00,4
2020-04-21 18:00:00,7.1,49,14.7,2020-04-21,Tuesday,18:00:00,4
2020-04-21 19:00:00,6.2,1,13.2,2020-04-21,Tuesday,19:00:00,4
2020-04-21 20:00:00,5.9,0,12.1,2020-04-21,Tuesday,20:00:00,4
2020-04-21 21:00:00,5.7,0,11.2,2020-04-21,Tuesday,21:00:00,4
2020-04-21 22:00:00,5.5,0,10.4,2020-04-21,Tuesday,22:00:00,4
2020-04-21 23:00:00,5.3,0,9.5,2020-04-21,Tuesday,23:00:00,4
2020-04-22 00:00:00,5.0,0,8.7,2020-04-22,Wednesday,00:00:00,4
2020-04-22 01:00:00,4.8,0,7.9,2020-04-22,Wednesday,01:00:00,4
2020-04-22 02:00:00,4.5,0,7.1,2020-04-22,Wednesday,02:00:00,4
2020-04-22 03:00:00,4.3,0,6.4,2020-04-22,Wednesday,03:00:00,4
2020-04-22 04:00:00,4.2,4,5.8,2020-04-22,Wednesday,04:00:00,4
2020-04-22 05:00:00,4.1,69,5.9,2020-04-22,Wednesday,05:00:00,4
2020-04-22 06:00:00,4.2,230,7.9,2020-04-22,Wednesday,06:00:00,4
2020-04-22 07:00:00,4.8,405,10.1,2020-04-22,Wednesday,07:00:00,4
2020-04-22 08:00:00,5.2,567,12.1,2020-04-22,Wednesday,08:00:00,4
2020-04-22 09:00:00,5.6,699,13.8,2020-04-22,Wednesday,09:00:00,4
2020-04-22 10:00:00,6.0,792,15.3,2020-04-22,Wednesday,10:00:00,4
2020-04-22 11:00:00,6.2,839,16.5,2020-04-22,Wednesday,11:00:00,4
2020-04-22 12:00:00,6.3,833,17.4,2020-04-22,Wednesday,12:00:00,4
2020-04-22 13:00:00,6.3,779,18.1,2020-04-22,Wednesday,13:00:00,4
2020-04-22 14:00:00,6.3,679,18.5,2020-04-22,Wednesday,14:00:00,4
2020-04-22 15:00:00,6.3,540,18.5,2020-04-22,Wednesday,15:00:00,4
2020-04-22 16:00:00,6.2,376,18.2,2020-04-22,Wednesday,16:00:00,4
2020-04-22 17:00:00,6.0,205,17.3,2020-04-22,Wednesday,17:00:00,4
2020-04-22 18:00:00,5.3,56,15.8,2020-04-22,Wednesday,18:00:00,4
2020-04-22 19:00:00,4.4,1,13.6,2020-04-22,Wednesday,19:00:00,4
2020-04-22 20:00:00,4.0,0,12.0,2020-04-22,Wednesday,20:00:00,4
2020-04-22 21:00:00,3.8,0,10.8,2020-04-22,Wednesday,21:00:00,4
2020-04-22 22:00:00,3.6,0,9.8,2020-04-22,Wednesday,22:00:00,4
2020-04-22 23:00:00,3.4,0,8.7,2020-04-22,Wednesday,23:00:00,4
2020-04-23 00:00:00,3.0,0,7.7,2020-04-23,Thursday,00:00:00,4
2020-04-23 01:00:00,2.8,0,6.9,2020-04-23,Thursday,01:00:00,4
2020-04-23 02:00:00,2.6,0,6.0,2020-04-23,Thursday,02:00:00,4
2020-04-23 03:00:00,2.6,0,5.3,2020-04-23,Thursday,03:00:00,4
2020-04-23 04:00:00,2.4,4,4.6,2020-04-23,Thursday,04:00:00,4
2020-04-23 05:00:00,2.4,71,4.9,2020-04-23,Thursday,05:00:00,4
2020-04-23 06:00:00,2.3,229,7.8,2020-04-23,Thursday,06:00:00,4
2020-04-23 07:00:00,2.6,404,10.9,2020-04-23,Thursday,07:00:00,4
2020-04-23 08:00:00,3.0,565,13.4,2020-04-23,Thursday,08:00:00,4
2020-04-23 09:00:00,3.3,695,15.3,2020-04-23,Thursday,09:00:00,4
2020-04-23 10:00:00,3.6,788,16.5,2020-04-23,Thursday,10:00:00,4
2020-04-23 11:00:00,3.6,834,17.6,2020-04-23,Thursday,11:00:00,4
2020-04-23 12:00:00,3.5,828,18.5,2020-04-23,Thursday,12:00:00,4
2020-04-23 13:00:00,3.4,769,19.2,2020-04-23,Thursday,13:00:00,4
2020-04-23 14:00:00,3.2,669,19.6,2020-04-23,Thursday,14:00:00,4
2020-04-23 15:00:00,3.1,536,19.8,2020-04-23,Thursday,15:00:00,4
2020-04-23 16:00:00,2.9,362,19.6,2020-04-23,Thursday,16:00:00,4
2020-04-23 17:00:00,2.6,195,19.0,2020-04-23,Thursday,17:00:00,4
2020-04-23 18:00:00,2.3,51,16.9,2020-04-23,Thursday,18:00:00,4
2020-04-23 19:00:00,1.9,1,13.5,2020-04-23,Thursday,19:00:00,4
2020-04-23 20:00:00,1.8,0,11.4,2020-04-23,Thursday,20:00:00,4
2020-04-23 21:00:00,1.7,0,9.9,2020-04-23,Thursday,21:00:00,4
2020-04-23 22:00:00,1.6,0,8.8,2020-04-23,Thursday,22:00:00,4
2020-04-23 23:00:00,1.6,0,8.0,2020-04-23,Thursday,23:00:00,4
2020-04-24 00:00:00,1.7,0,7.3,2020-04-24,Friday,00:00:00,4
2020-04-24 01:00:00,1.8,0,6.7,2020-04-24,Friday,01:00:00,4
2020-04-24 02:00:00,1.8,0,6.2,2020-04-24,Friday,02:00:00,4
2020-04-24 03:00:00,1.9,0,5.9,2020-04-24,Friday,03:00:00,4
2020-04-24 04:00:00,2.0,4,5.7,2020-04-24,Friday,04:00:00,4
2020-04-24 05:00:00,2.0,58,6.1,2020-04-24,Friday,05:00:00,4
2020-04-24 06:00:00,2.1,185,8.4,2020-04-24,Friday,06:00:00,4
2020-04-24 07:00:00,2.5,351,11.4,2020-04-24,Friday,07:00:00,4
2020-04-24 08:00:00,3.1,488,14.2,2020-04-24,Friday,08:00:00,4
2020-04-24 09:00:00,3.7,602,16.2,2020-04-24,Friday,09:00:00,4
2020-04-24 10:00:00,4.4,670,17.6,2020-04-24,Friday,10:00:00,4
2020-04-24 11:00:00,5.2,700,18.5,2020-04-24,Friday,11:00:00,4
2020-04-24 12:00:00,5.7,690,19.0,2020-04-24,Friday,12:00:00,4
2020-04-24 13:00:00,6.0,641,19.2,2020-04-24,Friday,13:00:00,4
2020-04-24 14:00:00,6.1,551,19.2,2020-04-24,Friday,14:00:00,4
2020-04-24 15:00:00,6.3,451,19.0,2020-04-24,Friday,15:00:00,4
2020-04-24 16:00:00,6.2,311,18.4,2020-04-24,Friday,16:00:00,4
2020-04-24 17:00:00,5.9,162,17.5,2020-04-24,Friday,17:00:00,4
2020-04-24 18:00:00,5.3,47,15.8,2020-04-24,Friday,18:00:00,4
2020-04-24 19:00:00,4.4,1,13.7,2020-04-24,Friday,19:00:00,4
2020-04-24 20:00:00,4.2,0,12.1,2020-04-24,Friday,20:00:00,4
2020-04-24 21:00:00,4.1,0,10.9,2020-04-24,Friday,21:00:00,4
2020-04-24 22:00:00,4.2,0,9.9,2020-04-24,Friday,22:00:00,4
2020-04-24 23:00:00,4.1,0,9.1,2020-04-24,Friday,23:00:00,4
2020-04-25 00:00:00,4.1,0,8.4,2020-04-25,Saturday,00:00:00,4
2020-04-25 01:00:00,4.1,0,7.8,2020-04-25,Saturday,01:00:00,4
2020-04-25 02:00:00,4.1,0,7.3,2020-04-25,Saturday,02:00:00,4
2020-04-25 03:00:00,3.8,0,6.8,2020-04-25,Saturday,03:00:00,4
2020-04-25 04:00:00,3.7,3,6.4,2020-04-25,Saturday,04:00:00,4
2020-04-25 05:00:00,3.6,42,6.4,2020-04-25,Saturday,05:00:00,4
2020-04-25 06:00:00,3.5,136,7.7,2020-04-25,Saturday,06:00:00,4
2020-04-25 07:00:00,3.8,261,8.9,2020-04-25,Saturday,07:00:00,4
2020-04-25 08:00:00,3.9,386,10.0,2020-04-25,Saturday,08:00:00,4
2020-04-25 09:00:00,3.8,510,11.1,2020-04-25,Saturday,09:00:00,4
2020-04-25 10:00:00,3.7,587,12.1,2020-04-25,Saturday,10:00:00,4
2020-04-25 11:00:00,3.5,662,13.1,2020-04-25,Saturday,11:00:00,4
2020-04-25 12:00:00,3.5,649,13.9,2020-04-25,Saturday,12:00:00,4
2020-04-25 13:00:00,3.5,612,14.5,2020-04-25,Saturday,13:00:00,4
2020-04-25 14:00:00,3.6,526,14.9,2020-04-25,Saturday,14:00:00,4
2020-04-25 15:00:00,3.6,406,15.0,2020-04-25,Saturday,15:00:00,4
2020-04-25 16:00:00,3.6,291,14.8,2020-04-25,Saturday,16:00:00,4
2020-04-25 17:00:00,3.5,169,14.1,2020-04-25,Saturday,17:00:00,4
2020-04-25 18:00:00,3.2,53,12.8,2020-04-25,Saturday,18:00:00,4
2020-04-25 19:00:00,2.6,2,10.6,2020-04-25,Saturday,19:00:00,4
2020-04-25 20:00:00,2.4,0,9.1,2020-04-25,Saturday,20:00:00,4
2020-04-25 21:00:00,2.2,0,7.9,2020-04-25,Saturday,21:00:00,4
2020-04-25 22:00:00,2.1,0,6.9,2020-04-25,Saturday,22:00:00,4
2020-04-25 23:00:00,2.0,0,6.0,2020-04-25,Saturday,23:00:00,4
2020-04-26 00:00:00,2.0,0,5.2,2020-04-26,Sunday,00:00:00,4
2020-04-26 01:00:00,1.9,0,4.5,2020-04-26,Sunday,01:00:00,4
2020-04-26 02:00:00,1.8,0,3.9,2020-04-26,Sunday,02:00:00,4
2020-04-26 03:00:00,1.8,0,3.4,2020-04-26,Sunday,03:00:00,4
2020-04-26 04:00:00,1.7,4,2.9,2020-04-26,Sunday,04:00:00,4
2020-04-26 05:00:00,1.7,59,3.4,2020-04-26,Sunday,05:00:00,4
2020-04-26 06:00:00,1.6,185,6.1,2020-04-26,Sunday,06:00:00,4
2020-04-26 07:00:00,1.8,308,8.7,2020-04-26,Sunday,07:00:00,4
2020-04-26 08:00:00,2.1,434,11.0,2020-04-26,Sunday,08:00:00,4
2020-04-26 09:00:00,2.3,562,12.7,2020-04-26,Sunday,09:00:00,4
2020-04-26 10:00:00,2.5,669,13.9,2020-04-26,Sunday,10:00:00,4
2020-04-26 11:00:00,2.6,653,14.7,2020-04-26,Sunday,11:00:00,4
2020-04-26 12:00:00,2.8,667,15.6,2020-04-26,Sunday,12:00:00,4
2020-04-26 13:00:00,2.8,645,16.1,2020-04-26,Sunday,13:00:00,4
2020-04-26 14:00:00,2.8,581,16.7,2020-04-26,Sunday,14:00:00,4
2020-04-26 15:00:00,2.8,473,16.8,2020-04-26,Sunday,15:00:00,4
2020-04-26 16:00:00,2.7,339,16.7,2020-04-26,Sunday,16:00:00,4
2020-04-26 17:00:00,2.5,191,16.1,2020-04-26,Sunday,17:00:00,4
2020-04-26 18:00:00,2.3,61,14.5,2020-04-26,Sunday,18:00:00,4
2020-04-26 19:00:00,2.0,2,11.6,2020-04-26,Sunday,19:00:00,4
2020-04-26 20:00:00,1.8,0,9.7,2020-04-26,Sunday,20:00:00,4
2020-04-26 21:00:00,1.7,0,8.5,2020-04-26,Sunday,21:00:00,4
2020-04-26 22:00:00,1.6,0,7.5,2020-04-26,Sunday,22:00:00,4
2020-04-26 23:00:00,1.6,0,6.9,2020-04-26,Sunday,23:00:00,4
2020-04-27 00:00:00,1.7,0,6.2,2020-04-27,Monday,00:00:00,4
2020-04-27 01:00:00,1.7,0,5.8,2020-04-27,Monday,01:00:00,4
2020-04-27 02:00:00,1.7,0,5.2,2020-04-27,Monday,02:00:00,4
2020-04-27 03:00:00,1.8,0,4.8,2020-04-27,Monday,03:00:00,4
2020-04-27 04:00:00,1.8,6,4.5,2020-04-27,Monday,04:00:00,4
2020-04-27 05:00:00,1.8,69,5.1,2020-04-27,Monday,05:00:00,4
2020-04-27 06:00:00,1.8,191,8.0,2020-04-27,Monday,06:00:00,4
2020-04-27 07:00:00,2.1,342,10.9,2020-04-27,Monday,07:00:00,4
2020-04-27 08:00:00,2.4,504,13.5,2020-04-27,Monday,08:00:00,4
2020-04-27 09:00:00,2.7,615,15.5,2020-04-27,Monday,09:00:00,4
2020-04-27 10:00:00,3.1,693,17.0,2020-04-27,Monday,10:00:00,4
2020-04-27 11:00:00,3.4,771,18.0,2020-04-27,Monday,11:00:00,4
2020-04-27 12:00:00,3.7,737,18.8,2020-04-27,Monday,12:00:00,4
2020-04-27 13:00:00,3.8,700,19.4,2020-04-27,Monday,13:00:00,4
2020-04-27 14:00:00,3.8,621,19.7,2020-04-27,Monday,14:00:00,4
2020-04-27 15:00:00,3.8,474,19.8,2020-04-27,Monday,15:00:00,4
2020-04-27 16:00:00,3.6,330,19.7,2020-04-27,Monday,16:00:00,4
2020-04-27 17:00:00,3.2,190,19.0,2020-04-27,Monday,17:00:00,4
2020-04-27 18:00:00,2.6,56,17.4,2020-04-27,Monday,18:00:00,4
2020-04-27 19:00:00,1.9,2,14.3,2020-04-27,Monday,19:00:00,4
2020-04-27 20:00:00,1.9,0,12.5,2020-04-27,Monday,20:00:00,4
2020-04-27 21:00:00,1.9,0,11.3,2020-04-27,Monday,21:00:00,4
2020-04-27 22:00:00,2.0,0,10.5,2020-04-27,Monday,22:00:00,4
2020-04-27 23:00:00,2.1,0,9.8,2020-04-27,Monday,23:00:00,4
2020-04-28 00:00:00,2.2,0,9.3,2020-04-28,Tuesday,00:00:00,4
2020-04-28 01:00:00,2.2,0,8.9,2020-04-28,Tuesday,01:00:00,4
2020-04-28 02:00:00,2.2,0,8.4,2020-04-28,Tuesday,02:00:00,4
2020-04-28 03:00:00,2.2,0,8.1,2020-04-28,Tuesday,03:00:00,4
2020-04-28 04:00:00,2.3,6,7.8,2020-04-28,Tuesday,04:00:00,4
2020-04-28 05:00:00,2.3,61,8.4,2020-04-28,Tuesday,05:00:00,4
2020-04-28 06:00:00,2.3,169,10.5,2020-04-28,Tuesday,06:00:00,4
2020-04-28 07:00:00,2.5,293,12.5,2020-04-28,Tuesday,07:00:00,4
2020-04-28 08:00:00,2.8,413,14.1,2020-04-28,Tuesday,08:00:00,4
2020-04-28 09:00:00,3.0,511,15.3,2020-04-28,Tuesday,09:00:00,4
2020-04-28 10:00:00,3.2,562,16.1,2020-04-28,Tuesday,10:00:00,4
2020-04-28 11:00:00,3.4,576,16.6,2020-04-28,Tuesday,11:00:00,4
2020-04-28 12:00:00,3.7,507,16.7,2020-04-28,Tuesday,12:00:00,4
2020-04-28 13:00:00,3.8,429,16.7,2020-04-28,Tuesday,13:00:00,4
2020-04-28 14:00:00,4.0,323,16.4,2020-04-28,Tuesday,14:00:00,4
2020-04-28 15:00:00,4.0,227,16.0,2020-04-28,Tuesday,15:00:00,4
2020-04-28 16:00:00,3.9,137,15.4,2020-04-28,Tuesday,16:00:00,4
2020-04-28 17:00:00,3.9,73,14.6,2020-04-28,Tuesday,17:00:00,4
2020-04-28 18:00:00,3.5,21,13.7,2020-04-28,Tuesday,18:00:00,4
2020-04-28 19:00:00,3.2,1,12.7,2020-04-28,Tuesday,19:00:00,4
2020-04-28 20:00:00,3.1,0,11.9,2020-04-28,Tuesday,20:00:00,4
2020-04-28 21:00:00,3.1,0,11.4,2020-04-28,Tuesday,21:00:00,4
2020-04-28 22:00:00,3.0,0,11.0,2020-04-28,Tuesday,22:00:00,4
2020-04-28 23:00:00,3.0,0,10.7,2020-04-28,Tuesday,23:00:00,4
2020-04-29 00:00:00,3.0,0,10.4,2020-04-29,Wednesday,00:00:00,4
2020-04-29 01:00:00,3.1,0,10.2,2020-04-29,Wednesday,01:00:00,4
2020-04-29 02:00:00,3.2,0,9.9,2020-04-29,Wednesday,02:00:00,4
2020-04-29 03:00:00,3.2,0,9.7,2020-04-29,Wednesday,03:00:00,4
2020-04-29 04:00:00,3.3,3,9.5,2020-04-29,Wednesday,04:00:00,4
2020-04-29 05:00:00,3.3,24,9.6,2020-04-29,Wednesday,05:00:00,4
2020-04-29 06:00:00,3.4,60,10.0,2020-04-29,Wednesday,06:00:00,4
2020-04-29 07:00:00,3.7,123,10.6,2020-04-29,Wednesday,07:00:00,4
2020-04-29 08:00:00,4.0,195,11.2,2020-04-29,Wednesday,08:00:00,4
2020-04-29 09:00:00,4.2,268,11.8,2020-04-29,Wednesday,09:00:00,4
2020-04-29 10:00:00,4.4,294,12.4,2020-04-29,Wednesday,10:00:00,4
2020-04-29 11:00:00,4.5,338,12.8,2020-04-29,Wednesday,11:00:00,4
2020-04-29 12:00:00,4.5,298,13.2,2020-04-29,Wednesday,12:00:00,4
2020-04-29 13:00:00,4.6,295,13.6,2020-04-29,Wednesday,13:00:00,4
2020-04-29 14:00:00,4.5,292,13.9,2020-04-29,Wednesday,14:00:00,4
2020-04-29 15:00:00,4.4,275,14.0,2020-04-29,Wednesday,15:00:00,4
2020-04-29 16:00:00,4.1,195,13.9,2020-04-29,Wednesday,16:00:00,4
2020-04-29 17:00:00,3.8,112,13.6,2020-04-29,Wednesday,17:00:00,4
2020-04-29 18:00:00,3.4,40,12.8,2020-04-29,Wednesday,18:00:00,4
2020-04-29 19:00:00,2.9,2,11.4,2020-04-29,Wednesday,19:00:00,4
2020-04-29 20:00:00,2.8,0,10.5,2020-04-29,Wednesday,20:00:00,4
2020-04-29 21:00:00,2.8,0,10.0,2020-04-29,Wednesday,21:00:00,4
2020-04-29 22:00:00,2.9,0,9.5,2020-04-29,Wednesday,22:00:00,4
2020-04-29 23:00:00,3.0,0,9.1,2020-04-29,Wednesday,23:00:00,4
2020-04-30 00:00:00,3.2,0,8.9,2020-04-30,Thursday,00:00:00,4
2020-04-30 01:00:00,3.3,0,8.7,2020-04-30,Thursday,01:00:00,4
2020-04-30 02:00:00,3.4,0,8.7,2020-04-30,Thursday,02:00:00,4
2020-04-30 03:00:00,3.5,0,8.7,2020-04-30,Thursday,03:00:00,4
2020-04-30 04:00:00,3.6,6,8.7,2020-04-30,Thursday,04:00:00,4
2020-04-30 05:00:00,3.7,48,9.1,2020-04-30,Thursday,05:00:00,4
2020-04-30 06:00:00,3.9,123,9.8,2020-04-30,Thursday,06:00:00,4
2020-04-30 07:00:00,4.2,205,10.7,2020-04-30,Thursday,07:00:00,4
2020-04-30 08:00:00,4.6,277,11.6,2020-04-30,Thursday,08:00:00,4
2020-04-30 09:00:00,5.0,343,12.4,2020-04-30,Thursday,09:00:00,4
2020-04-30 10:00:00,5.3,414,13.0,2020-04-30,Thursday,10:00:00,4
2020-04-30 11:00:00,5.5,367,13.4,2020-04-30,Thursday,11:00:00,4
2020-04-30 12:00:00,5.5,347,13.7,2020-04-30,Thursday,12:00:00,4
2020-04-30 13:00:00,5.4,322,14.0,2020-04-30,Thursday,13:00:00,4
2020-04-30 14:00:00,5.3,319,13.9,2020-04-30,Thursday,14:00:00,4
2020-04-30 15:00:00,5.1,252,13.7,2020-04-30,Thursday,15:00:00,4
2020-04-30 16:00:00,4.8,194,13.1,2020-04-30,Thursday,16:00:00,4
2020-04-30 17:00:00,4.3,120,12.5,2020-04-30,Thursday,17:00:00,4
2020-04-30 18:00:00,4.0,44,11.6,2020-04-30,Thursday,18:00:00,4
2020-04-30 19:00:00,3.9,3,10.5,2020-04-30,Thursday,19:00:00,4
2020-04-30 20:00:00,3.9,0,9.9,2020-04-30,Thursday,20:00:00,4
2020-04-30 21:00:00,3.9,0,9.6,2020-04-30,Thursday,21:00:00,4
2020-04-30 22:00:00,4.1,0,9.3,2020-04-30,Thursday,22:00:00,4
2020-04-30 23:00:00,4.2,0,9.1,2020-04-30,Thursday,23:00:00,4
2020-05-01 00:00:00,4.3,0,8.9,2020-05-01,Friday,00:00:00,5
2020-05-01 01:00:00,4.3,0,8.5,2020-05-01,Friday,01:00:00,5
2020-05-01 02:00:00,4.2,0,8.2,2020-05-01,Friday,02:00:00,5
2020-05-01 03:00:00,4.1,0,8.0,2020-05-01,Friday,03:00:00,5
2020-05-01 04:00:00,4.1,3,7.7,2020-05-01,Friday,04:00:00,5
2020-05-01 05:00:00,4.1,42,7.8,2020-05-01,Friday,05:00:00,5
2020-05-01 06:00:00,4.3,157,8.7,2020-05-01,Friday,06:00:00,5
2020-05-01 07:00:00,4.8,290,9.6,2020-05-01,Friday,07:00:00,5
2020-05-01 08:00:00,5.4,403,10.5,2020-05-01,Friday,08:00:00,5
2020-05-01 09:00:00,5.6,455,11.3,2020-05-01,Friday,09:00:00,5
2020-05-01 10:00:00,5.6,500,11.8,2020-05-01,Friday,10:00:00,5
2020-05-01 11:00:00,5.6,544,12.2,2020-05-01,Friday,11:00:00,5
2020-05-01 12:00:00,5.4,464,12.4,2020-05-01,Friday,12:00:00,5
2020-05-01 13:00:00,5.3,424,12.4,2020-05-01,Friday,13:00:00,5
2020-05-01 14:00:00,5.1,356,12.3,2020-05-01,Friday,14:00:00,5
2020-05-01 15:00:00,4.9,270,11.9,2020-05-01,Friday,15:00:00,5
2020-05-01 16:00:00,4.6,197,11.4,2020-05-01,Friday,16:00:00,5
2020-05-01 17:00:00,4.3,113,10.7,2020-05-01,Friday,17:00:00,5
2020-05-01 18:00:00,3.7,45,9.9,2020-05-01,Friday,18:00:00,5
2020-05-01 19:00:00,3.2,4,8.9,2020-05-01,Friday,19:00:00,5
2020-05-01 20:00:00,3.0,0,8.2,2020-05-01,Friday,20:00:00,5
