datetime,wind_speed,solar_radiation,temperature,date,day_of_week,time,month
2020-01-01 00:00:00,2.4,0,-0.1,2020-01-01,Wednesday,00:00:00,1
2020-01-01 01:00:00,2.4,0,-0.5,2020-01-01,Wednesday,01:00:00,1
2020-01-01 02:00:00,2.5,0,-0.7,2020-01-01,Wednesday,02:00:00,1
2020-01-01 03:00:00,2.4,0,-1.0,2020-01-01,Wednesday,03:00:00,1
2020-01-01 04:00:00,2.4,0,-1.2,2020-01-01,Wednesday,04:00:00,1
2020-01-01 05:00:00,2.5,0,-1.4,2020-01-01,Wednesday,05:00:00,1
2020-01-01 06:00:00,2.5,0,-1.6,2020-01-01,Wednesday,06:00:00,1
2020-01-01 07:00:00,2.5,8,-1.7,2020-01-01,Wednesday,07:00:00,1
2020-01-01 08:00:00,2.6,72,-1.6,2020-01-01,Wednesday,08:00:00,1
2020-01-01 09:00:00,2.6,137,-0.7,2020-01-01,Wednesday,09:00:00,1
2020-01-01 10:00:00,2.6,180,0.4,2020-01-01,Wednesday,10:00:00,1
2020-01-01 11:00:00,2.8,198,1.4,2020-01-01,Wednesday,11:00:00,1
2020-01-01 12:00:00,3.0,177,2.3,2020-01-01,Wednesday,12:00:00,1
2020-01-01 13:00:00,3.0,120,2.8,2020-01-01,Wednesday,13:00:00,1
2020-01-01 14:00:00,2.9,47,2.7,2020-01-01,Wednesday,14:00:00,1
2020-01-01 15:00:00,2.7,4,1.7,2020-01-01,Wednesday,15:00:00,1
2020-01-01 16:00:00,2.5,0,0.4,2020-01-01,Wednesday,16:00:00,1
2020-01-01 17:00:00,2.6,0,-0.3,2020-01-01,Wednesday,17:00:00,1
2020-01-01 18:00:00,2.6,0,-0.8,2020-01-01,Wednesday,18:00:00,1
2020-01-01 19:00:00,2.8,0,-1.1,2020-01-01,Wednesday,19:00:00,1
2020-01-01 20:00:00,2.7,0,-1.4,2020-01-01,Wednesday,20:00:00,1
2020-01-01 21:00:00,2.7,0,-1.7,2020-01-01,Wednesday,21:00:00,1
2020-01-01 22:00:00,2.6,0,-1.9,2020-01-01,Wednesday,22:00:00,1
2020-01-01 23:00:00,2.6,0,-2.1,2020-01-01,Wednesday,23:00:00,1
2020-01-02 00:00:00,2.6,0,-2.2,2020-01-02,Thursday,00:00:00,1
2020-01-02 01:00:00,2.6,0,-2.4,2020-01-02,Thursday,01:00:00,1
2020-01-02 02:00:00,2.6,0,-2.6,2020-01-02,Thursday,02:00:00,1
2020-01-02 03:00:00,2.8,0,-2.7,2020-01-02,Thursday,03:00:00,1
2020-01-02 04:00:00,2.8,0,-2.7,2020-01-02,Thursday,04:00:00,1
2020-01-02 05:00:00,2.8,0,-2.8,2020-01-02,Thursday,05:00:00,1
2020-01-02 06:00:00,2.9,0,-2.8,2020-01-02,Thursday,06:00:00,1
2020-01-02 07:00:00,2.9,0,-2.7,2020-01-02,Thursday,07:00:00,1
2020-01-02 08:00:00,2.9,25,-2.5,2020-01-02,Thursday,08:00:00,1
2020-01-02 09:00:00,3.0,84,-1.4,2020-01-02,Thursday,09:00:00,1
2020-01-02 10:00:00,3.1,141,-0.1,2020-01-02,Thursday,10:00:00,1
2020-01-02 11:00:00,3.3,179,0.9,2020-01-02,Thursday,11:00:00,1
2020-01-02 12:00:00,3.4,186,1.6,2020-01-02,Thursday,12:00:00,1
2020-01-02 13:00:00,3.5,150,2.0,2020-01-02,Thursday,13:00:00,1
2020-01-02 14:00:00,3.5,93,1.9,2020-01-02,Thursday,14:00:00,1
2020-01-02 15:00:00,3.5,25,1.3,2020-01-02,Thursday,15:00:00,1
2020-01-02 16:00:00,3.5,0,0.6,2020-01-02,Thursday,16:00:00,1
2020-01-02 17:00:00,3.6,0,0.4,2020-01-02,Thursday,17:00:00,1
2020-01-02 18:00:00,3.8,0,0.4,2020-01-02,Thursday,18:00:00,1
2020-01-02 19:00:00,3.8,0,0.5,2020-01-02,Thursday,19:00:00,1
2020-01-02 20:00:00,3.9,0,0.6,2020-01-02,Thursday,20:00:00,1
2020-01-02 21:00:00,4.1,0,0.7,2020-01-02,Thursday,21:00:00,1
2020-01-02 22:00:00,4.2,0,0.9,2020-01-02,Thursday,22:00:00,1
2020-01-02 23:00:00,4.3,0,1.1,2020-01-02,Thursday,23:00:00,1
2020-01-03 00:00:00,4.4,0,1.3,2020-01-03,Friday,00:00:00,1
2020-01-03 01:00:00,4.5,0,1.4,2020-01-03,Friday,01:00:00,1
2020-01-03 02:00:00,4.6,0,1.7,2020-01-03,Friday,02:00:00,1
2020-01-03 03:00:00,4.7,0,1.9,2020-01-03,Friday,03:00:00,1
2020-01-03 04:00:00,4.8,0,2.1,2020-01-03,Friday,04:00:00,1
2020-01-03 05:00:00,4.8,0,2.3,2020-01-03,Friday,05:00:00,1
2020-01-03 06:00:00,4.9,0,2.5,2020-01-03,Friday,06:00:00,1
2020-01-03 07:00:00,5.0,0,2.7,2020-01-03,Friday,07:00:00,1
2020-01-03 08:00:00,5.1,16,3.1,2020-01-03,Friday,08:00:00,1
2020-01-03 09:00:00,5.3,50,3.6,2020-01-03,Friday,09:00:00,1
2020-01-03 10:00:00,5.4,77,4.3,2020-01-03,Friday,10:00:00,1
2020-01-03 11:00:00,5.6,80,4.9,2020-01-03,Friday,11:00:00,1
2020-01-03 12:00:00,5.6,73,5.4,2020-01-03,Friday,12:00:00,1
2020-01-03 13:00:00,5.6,56,5.8,2020-01-03,Friday,13:00:00,1
2020-01-03 14:00:00,5.6,34,5.9,2020-01-03,Friday,14:00:00,1
2020-01-03 15:00:00,5.6,11,5.9,2020-01-03,Friday,15:00:00,1
2020-01-03 16:00:00,5.5,0,5.9,2020-01-03,Friday,16:00:00,1
2020-01-03 17:00:00,5.6,0,5.9,2020-01-03,Friday,17:00:00,1
2020-01-03 18:00:00,5.7,0,6.0,2020-01-03,Friday,18:00:00,1
2020-01-03 19:00:00,5.7,0,5.9,2020-01-03,Friday,19:00:00,1
2020-01-03 20:00:00,5.7,0,5.7,2020-01-03,Friday,20:00:00,1
2020-01-03 21:00:00,5.7,0,5.7,2020-01-03,Friday,21:00:00,1
2020-01-03 22:00:00,5.7,0,5.5,2020-01-03,Friday,22:00:00,1
2020-01-03 23:00:00,5.6,0,5.2,2020-01-03,Friday,23:00:00,1
2020-01-04 00:00:00,5.5,0,4.8,2020-01-04,Saturday,00:00:00,1
2020-01-04 01:00:00,5.4,0,4.4,2020-01-04,Saturday,01:00:00,1
2020-01-04 02:00:00,5.2,0,4.1,2020-01-04,Saturday,02:00:00,1
2020-01-04 03:00:00,5.2,0,3.8,2020-01-04,Saturday,03:00:00,1
2020-01-04 04:00:00,5.2,0,3.6,2020-01-04,Saturday,04:00:00,1
2020-01-04 05:00:00,5.4,0,3.6,2020-01-04,Saturday,05:00:00,1
2020-01-04 06:00:00,5.5,0,3.5,2020-01-04,Saturday,06:00:00,1
2020-01-04 07:00:00,5.6,0,3.5,2020-01-04,Saturday,07:00:00,1
2020-01-04 08:00:00,5.8,16,3.5,2020-01-04,Saturday,08:00:00,1
2020-01-04 09:00:00,6.0,49,3.7,2020-01-04,Saturday,09:00:00,1
2020-01-04 10:00:00,6.4,68,4.0,2020-01-04,Saturday,10:00:00,1
2020-01-04 11:00:00,6.7,75,4.1,2020-01-04,Saturday,11:00:00,1
2020-01-04 12:00:00,6.9,88,4.2,2020-01-04,Saturday,12:00:00,1
2020-01-04 13:00:00,7.0,65,4.2,2020-01-04,Saturday,13:00:00,1
2020-01-04 14:00:00,7.1,37,4.2,2020-01-04,Saturday,14:00:00,1
2020-01-04 15:00:00,6.9,12,4.1,2020-01-04,Saturday,15:00:00,1
2020-01-04 16:00:00,6.7,0,3.8,2020-01-04,Saturday,16:00:00,1
2020-01-04 17:00:00,6.5,0,3.7,2020-01-04,Saturday,17:00:00,1
2020-01-04 18:00:00,6.2,0,3.6,2020-01-04,Saturday,18:00:00,1
2020-01-04 19:00:00,5.9,0,3.4,2020-01-04,Saturday,19:00:00,1
2020-01-04 20:00:00,5.6,0,3.2,2020-01-04,Saturday,20:00:00,1
2020-01-04 21:00:00,5.2,0,3.0,2020-01-04,Saturday,21:00:00,1
2020-01-04 22:00:00,4.9,0,2.7,2020-01-04,Saturday,22:00:00,1
2020-01-04 23:00:00,4.6,0,2.5,2020-01-04,Saturday,23:00:00,1
2020-01-05 00:00:00,4.2,0,2.3,2020-01-05,Sunday,00:00:00,1
2020-01-05 01:00:00,4.0,0,2.2,2020-01-05,Sunday,01:00:00,1
2020-01-05 02:00:00,3.7,0,2.1,2020-01-05,Sunday,02:00:00,1
2020-01-05 03:00:00,3.5,0,1.9,2020-01-05,Sunday,03:00:00,1
2020-01-05 04:00:00,3.3,0,1.6,2020-01-05,Sunday,04:00:00,1
2020-01-05 05:00:00,3.1,0,1.4,2020-01-05,Sunday,05:00:00,1
2020-01-05 06:00:00,2.8,0,1.2,2020-01-05,Sunday,06:00:00,1
2020-01-05 07:00:00,2.6,0,1.0,2020-01-05,Sunday,07:00:00,1
2020-01-05 08:00:00,2.4,30,1.1,2020-01-05,Sunday,08:00:00,1
2020-01-05 09:00:00,2.4,91,1.8,2020-01-05,Sunday,09:00:00,1
2020-01-05 10:00:00,2.4,130,2.5,2020-01-05,Sunday,10:00:00,1
2020-01-05 11:00:00,2.6,146,3.2,2020-01-05,Sunday,11:00:00,1
2020-01-05 12:00:00,2.7,140,3.6,2020-01-05,Sunday,12:00:00,1
2020-01-05 13:00:00,2.8,113,3.9,2020-01-05,Sunday,13:00:00,1
2020-01-05 14:00:00,2.8,64,3.9,2020-01-05,Sunday,14:00:00,1
2020-01-05 15:00:00,2.7,21,3.6,2020-01-05,Sunday,15:00:00,1
2020-01-05 16:00:00,2.7,0,3.2,2020-01-05,Sunday,16:00:00,1
2020-01-05 17:00:00,2.8,0,2.9,2020-01-05,Sunday,17:00:00,1
2020-01-05 18:00:00,2.9,0,2.6,2020-01-05,Sunday,18:00:00,1
2020-01-05 19:00:00,3.0,0,2.5,2020-01-05,Sunday,19:00:00,1
2020-01-05 20:00:00,3.0,0,2.4,2020-01-05,Sunday,20:00:00,1
2020-01-05 21:00:00,3.1,0,2.3,2020-01-05,Sunday,21:00:00,1
2020-01-05 22:00:00,3.1,0,2.2,2020-01-05,Sunday,22:00:00,1
2020-01-05 23:00:00,3.2,0,2.1,2020-01-05,Sunday,23:00:00,1
2020-01-06 00:00:00,3.2,0,2.0,2020-01-06,Monday,00:00:00,1
2020-01-06 01:00:00,3.2,0,1.9,2020-01-06,Monday,01:00:00,1
2020-01-06 02:00:00,3.1,0,1.8,2020-01-06,Monday,02:00:00,1
2020-01-06 03:00:00,3.1,0,1.7,2020-01-06,Monday,03:00:00,1
2020-01-06 04:00:00,3.0,0,1.5,2020-01-06,Monday,04:00:00,1
2020-01-06 05:00:00,3.0,0,1.5,2020-01-06,Monday,05:00:00,1
2020-01-06 06:00:00,3.0,0,1.4,2020-01-06,Monday,06:00:00,1
2020-01-06 07:00:00,2.9,1,1.3,2020-01-06,Monday,07:00:00,1
2020-01-06 08:00:00,2.9,23,1.3,2020-01-06,Monday,08:00:00,1
2020-01-06 09:00:00,3.0,67,1.8,2020-01-06,Monday,09:00:00,1
2020-01-06 10:00:00,3.1,113,2.5,2020-01-06,Monday,10:00:00,1
2020-01-06 11:00:00,3.3,140,3.1,2020-01-06,Monday,11:00:00,1
2020-01-06 12:00:00,3.5,137,3.6,2020-01-06,Monday,12:00:00,1
2020-01-06 13:00:00,3.5,114,3.9,2020-01-06,Monday,13:00:00,1
2020-01-06 14:00:00,3.4,74,3.9,2020-01-06,Monday,14:00:00,1
2020-01-06 15:00:00,3.2,25,3.4,2020-01-06,Monday,15:00:00,1
2020-01-06 16:00:00,3.2,1,2.3,2020-01-06,Monday,16:00:00,1
2020-01-06 17:00:00,3.2,0,1.7,2020-01-06,Monday,17:00:00,1
2020-01-06 18:00:00,3.3,0,1.3,2020-01-06,Monday,18:00:00,1
2020-01-06 19:00:00,3.4,0,1.0,2020-01-06,Monday,19:00:00,1
2020-01-06 20:00:00,3.5,0,0.9,2020-01-06,Monday,20:00:00,1
2020-01-06 21:00:00,3.6,0,0.7,2020-01-06,Monday,21:00:00,1
2020-01-06 22:00:00,3.6,0,0.5,2020-01-06,Monday,22:00:00,1
2020-01-06 23:00:00,3.7,0,0.4,2020-01-06,Monday,23:00:00,1
2020-01-07 00:00:00,3.8,0,0.4,2020-01-07,Tuesday,00:00:00,1
2020-01-07 01:00:00,3.8,0,0.4,2020-01-07,Tuesday,01:00:00,1
2020-01-07 02:00:00,3.7,0,0.5,2020-01-07,Tuesday,02:00:00,1
2020-01-07 03:00:00,3.8,0,0.7,2020-01-07,Tuesday,03:00:00,1
2020-01-07 04:00:00,3.8,0,0.9,2020-01-07,Tuesday,04:00:00,1
2020-01-07 05:00:00,3.7,0,1.2,2020-01-07,Tuesday,05:00:00,1
2020-01-07 06:00:00,3.7,0,1.5,2020-01-07,Tuesday,06:00:00,1
2020-01-07 07:00:00,3.8,0,1.8,2020-01-07,Tuesday,07:00:00,1
2020-01-07 08:00:00,3.8,15,2.2,2020-01-07,Tuesday,08:00:00,1
2020-01-07 09:00:00,3.7,48,2.6,2020-01-07,Tuesday,09:00:00,1
2020-01-07 10:00:00,3.7,79,3.2,2020-01-07,Tuesday,10:00:00,1
2020-01-07 11:00:00,3.7,88,3.8,2020-01-07,Tuesday,11:00:00,1
2020-01-07 12:00:00,3.8,95,4.2,2020-01-07,Tuesday,12:00:00,1
2020-01-07 13:00:00,3.9,83,4.6,2020-01-07,Tuesday,13:00:00,1
2020-01-07 14:00:00,3.8,53,4.7,2020-01-07,Tuesday,14:00:00,1
2020-01-07 15:00:00,3.6,18,4.6,2020-01-07,Tuesday,15:00:00,1
2020-01-07 16:00:00,3.3,0,4.2,2020-01-07,Tuesday,16:00:00,1
2020-01-07 17:00:00,3.3,0,3.8,2020-01-07,Tuesday,17:00:00,1
2020-01-07 18:00:00,3.5,0,3.5,2020-01-07,Tuesday,18:00:00,1
2020-01-07 19:00:00,3.8,0,3.3,2020-01-07,Tuesday,19:00:00,1
2020-01-07 20:00:00,4.0,0,3.2,2020-01-07,Tuesday,20:00:00,1
2020-01-07 21:00:00,4.2,0,3.1,2020-01-07,Tuesday,21:00:00,1
2020-01-07 22:00:00,4.4,0,3.0,2020-01-07,Tuesday,22:00:00,1
2020-01-07 23:00:00,4.5,0,2.9,2020-01-07,Tuesday,23:00:00,1
2020-01-08 00:00:00,4.6,0,2.9,2020-01-08,Wednesday,00:00:00,1
2020-01-08 01:00:00,4.7,0,2.9,2020-01-08,Wednesday,01:00:00,1
2020-01-08 02:00:00,4.8,0,3.0,2020-01-08,Wednesday,02:00:00,1
2020-01-08 03:00:00,4.9,0,3.0,2020-01-08,Wednesday,03:00:00,1
2020-01-08 04:00:00,4.8,0,3.2,2020-01-08,Wednesday,04:00:00,1
2020-01-08 05:00:00,4.8,0,3.3,2020-01-08,Wednesday,05:00:00,1
2020-01-08 06:00:00,4.9,0,3.5,2020-01-08,Wednesday,06:00:00,1
2020-01-08 07:00:00,4.9,0,3.7,2020-01-08,Wednesday,07:00:00,1
2020-01-08 08:00:00,4.8,11,4.0,2020-01-08,Wednesday,08:00:00,1
2020-01-08 09:00:00,4.8,34,4.3,2020-01-08,Wednesday,09:00:00,1
2020-01-08 10:00:00,4.8,60,4.8,2020-01-08,Wednesday,10:00:00,1
2020-01-08 11:00:00,4.8,62,5.3,2020-01-08,Wednesday,11:00:00,1
2020-01-08 12:00:00,4.8,60,5.8,2020-01-08,Wednesday,12:00:00,1
2020-01-08 13:00:00,4.6,47,6.2,2020-01-08,Wednesday,13:00:00,1
2020-01-08 14:00:00,4.5,31,6.4,2020-01-08,Wednesday,14:00:00,1
2020-01-08 15:00:00,4.2,11,6.5,2020-01-08,Wednesday,15:00:00,1
2020-01-08 16:00:00,3.9,0,6.3,2020-01-08,Wednesday,16:00:00,1
2020-01-08 17:00:00,3.7,0,6.3,2020-01-08,Wednesday,17:00:00,1
2020-01-08 18:00:00,3.5,0,6.2,2020-01-08,Wednesday,18:00:00,1
2020-01-08 19:00:00,3.4,0,6.2,2020-01-08,Wednesday,19:00:00,1
2020-01-08 20:00:00,3.3,0,6.2,2020-01-08,Wednesday,20:00:00,1
2020-01-08 21:00:00,3.1,0,6.2,2020-01-08,Wednesday,21:00:00,1
2020-01-08 22:00:00,3.0,0,6.2,2020-01-08,Wednesday,22:00:00,1
2020-01-08 23:00:00,2.9,0,6.2,2020-01-08,Wednesday,23:00:00,1
2020-01-09 00:00:00,2.8,0,6.1,2020-01-09,Thursday,00:00:00,1
2020-01-09 01:00:00,2.8,0,6.0,2020-01-09,Thursday,01:00:00,1
2020-01-09 02:00:00,2.8,0,6.0,2020-01-09,Thursday,02:00:00,1
2020-01-09 03:00:00,2.8,0,6.0,2020-01-09,Thursday,03:00:00,1
2020-01-09 04:00:00,2.9,0,6.0,2020-01-09,Thursday,04:00:00,1
2020-01-09 05:00:00,3.1,0,6.2,2020-01-09,Thursday,05:00:00,1
2020-01-09 06:00:00,3.4,0,6.3,2020-01-09,Thursday,06:00:00,1
2020-01-09 07:00:00,3.7,0,6.4,2020-01-09,Thursday,07:00:00,1
2020-01-09 08:00:00,4.0,18,6.7,2020-01-09,Thursday,08:00:00,1
2020-01-09 09:00:00,4.2,54,7.2,2020-01-09,Thursday,09:00:00,1
2020-01-09 10:00:00,4.5,86,8.0,2020-01-09,Thursday,10:00:00,1
2020-01-09 11:00:00,4.9,105,8.7,2020-01-09,Thursday,11:00:00,1
2020-01-09 12:00:00,5.0,107,9.3,2020-01-09,Thursday,12:00:00,1
2020-01-09 13:00:00,5.1,85,9.6,2020-01-09,Thursday,13:00:00,1
2020-01-09 14:00:00,5.0,56,9.7,2020-01-09,Thursday,14:00:00,1
2020-01-09 15:00:00,4.9,21,9.5,2020-01-09,Thursday,15:00:00,1
2020-01-09 16:00:00,4.8,0,9.1,2020-01-09,Thursday,16:00:00,1
2020-01-09 17:00:00,4.7,0,8.8,2020-01-09,Thursday,17:00:00,1
2020-01-09 18:00:00,4.6,0,8.7,2020-01-09,Thursday,18:00:00,1
2020-01-09 19:00:00,4.5,0,8.5,2020-01-09,Thursday,19:00:00,1
2020-01-09 20:00:00,4.4,0,8.4,2020-01-09,Thursday,20:00:00,1
2020-01-09 21:00:00,4.3,0,8.2,2020-01-09,Thursday,21:00:00,1
2020-01-09 22:00:00,4.2,0,8.1,2020-01-09,Thursday,22:00:00,1
2020-01-09 23:00:00,4.2,0,7.9,2020-01-09,Thursday,23:00:00,1
2020-01-10 00:00:00,4.3,0,7.8,2020-01-10,Friday,00:00:00,1
2020-01-10 01:00:00,4.4,0,7.6,2020-01-10,Friday,01:00:00,1
2020-01-10 02:00:00,4.5,0,7.5,2020-01-10,Friday,02:00:00,1
2020-01-10 03:00:00,4.6,0,7.5,2020-01-10,Friday,03:00:00,1
2020-01-10 04:00:00,4.7,0,7.3,2020-01-10,Friday,04:00:00,1
2020-01-10 05:00:00,4.7,0,7.2,2020-01-10,Friday,05:00:00,1
2020-01-10 06:00:00,4.7,0,7.1,2020-01-10,Friday,06:00:00,1
2020-01-10 07:00:00,4.7,1,6.9,2020-01-10,Friday,07:00:00,1
2020-01-10 08:00:00,4.7,24,6.9,2020-01-10,Friday,08:00:00,1
2020-01-10 09:00:00,4.8,72,7.3,2020-01-10,Friday,09:00:00,1
2020-01-10 10:00:00,5.0,117,7.9,2020-01-10,Friday,10:00:00,1
2020-01-10 11:00:00,5.4,150,8.2,2020-01-10,Friday,11:00:00,1
2020-01-10 12:00:00,5.7,140,8.4,2020-01-10,Friday,12:00:00,1
2020-01-10 13:00:00,5.8,103,8.4,2020-01-10,Friday,13:00:00,1
2020-01-10 14:00:00,5.7,66,8.1,2020-01-10,Friday,14:00:00,1
2020-01-10 15:00:00,5.5,17,7.7,2020-01-10,Friday,15:00:00,1
2020-01-10 16:00:00,5.4,0,7.1,2020-01-10,Friday,16:00:00,1
2020-01-10 17:00:00,5.4,0,6.6,2020-01-10,Friday,17:00:00,1
2020-01-10 18:00:00,5.3,0,6.1,2020-01-10,Friday,18:00:00,1
2020-01-10 19:00:00,5.0,0,5.7,2020-01-10,Friday,19:00:00,1
2020-01-10 20:00:00,4.8,0,5.3,2020-01-10,Friday,20:00:00,1
2020-01-10 21:00:00,4.7,0,5.0,2020-01-10,Friday,21:00:00,1
2020-01-10 22:00:00,4.5,0,4.6,2020-01-10,Friday,22:00:00,1
2020-01-10 23:00:00,4.3,0,4.3,2020-01-10,Friday,23:00:00,1
2020-01-11 00:00:00,4.2,0,3.9,2020-01-11,Saturday,00:00:00,1
2020-01-11 01:00:00,3.9,0,3.6,2020-01-11,Saturday,01:00:00,1
2020-01-11 02:00:00,3.6,0,3.4,2020-01-11,Saturday,02:00:00,1
2020-01-11 03:00:00,3.5,0,3.1,2020-01-11,Saturday,03:00:00,1
2020-01-11 04:00:00,3.3,0,2.9,2020-01-11,Saturday,04:00:00,1
2020-01-11 05:00:00,3.2,0,2.7,2020-01-11,Saturday,05:00:00,1
2020-01-11 06:00:00,3.1,0,2.6,2020-01-11,Saturday,06:00:00,1
2020-01-11 07:00:00,3.1,0,2.5,2020-01-11,Saturday,07:00:00,1
2020-01-11 08:00:00,3.0,27,2.4,2020-01-11,Saturday,08:00:00,1
2020-01-11 09:00:00,3.1,77,3.0,2020-01-11,Saturday,09:00:00,1
2020-01-11 10:00:00,3.4,133,3.8,2020-01-11,Saturday,10:00:00,1
2020-01-11 11:00:00,3.8,166,4.4,2020-01-11,Saturday,11:00:00,1
2020-01-11 12:00:00,4.2,173,4.8,2020-01-11,Saturday,12:00:00,1
2020-01-11 13:00:00,4.3,133,4.9,2020-01-11,Saturday,13:00:00,1
2020-01-11 14:00:00,4.3,84,4.9,2020-01-11,Saturday,14:00:00,1
2020-01-11 15:00:00,4.2,31,4.5,2020-01-11,Saturday,15:00:00,1
2020-01-11 16:00:00,4.0,1,3.6,2020-01-11,Saturday,16:00:00,1
2020-01-11 17:00:00,4.0,0,2.9,2020-01-11,Saturday,17:00:00,1
2020-01-11 18:00:00,4.2,0,2.3,2020-01-11,Saturday,18:00:00,1
2020-01-11 19:00:00,4.3,0,1.9,2020-01-11,Saturday,19:00:00,1
2020-01-11 20:00:00,4.4,0,1.6,2020-01-11,Saturday,20:00:00,1
2020-01-11 21:00:00,4.4,0,1.3,2020-01-11,Saturday,21:00:00,1
2020-01-11 22:00:00,4.4,0,1.1,2020-01-11,Saturday,22:00:00,1
2020-01-11 23:00:00,4.4,0,1.0,2020-01-11,Saturday,23:00:00,1
2020-01-12 00:00:00,4.4,0,0.8,2020-01-12,Sunday,00:00:00,1
2020-01-12 01:00:00,4.4,0,0.6,2020-01-12,Sunday,01:00:00,1
2020-01-12 02:00:00,4.4,0,0.6,2020-01-12,Sunday,02:00:00,1
2020-01-12 03:00:00,4.5,0,0.5,2020-01-12,Sunday,03:00:00,1
2020-01-12 04:00:00,4.6,0,0.5,2020-01-12,Sunday,04:00:00,1
2020-01-12 05:00:00,4.6,0,0.4,2020-01-12,Sunday,05:00:00,1
2020-01-12 06:00:00,4.6,0,0.5,2020-01-12,Sunday,06:00:00,1
2020-01-12 07:00:00,4.7,1,0.5,2020-01-12,Sunday,07:00:00,1
2020-01-12 08:00:00,4.8,33,0.8,2020-01-12,Sunday,08:00:00,1
2020-01-12 09:00:00,5.0,92,1.6,2020-01-12,Sunday,09:00:00,1
2020-01-12 10:00:00,5.3,142,2.3,2020-01-12,Sunday,10:00:00,1
2020-01-12 11:00:00,5.6,164,3.0,2020-01-12,Sunday,11:00:00,1
2020-01-12 12:00:00,5.8,161,3.5,2020-01-12,Sunday,12:00:00,1
2020-01-12 13:00:00,5.9,124,3.7,2020-01-12,Sunday,13:00:00,1
2020-01-12 14:00:00,5.8,73,3.8,2020-01-12,Sunday,14:00:00,1
2020-01-12 15:00:00,5.8,26,3.6,2020-01-12,Sunday,15:00:00,1
2020-01-12 16:00:00,5.7,1,3.4,2020-01-12,Sunday,16:00:00,1
2020-01-12 17:00:00,5.6,0,3.3,2020-01-12,Sunday,17:00:00,1
2020-01-12 18:00:00,5.5,0,3.4,2020-01-12,Sunday,18:00:00,1
2020-01-12 19:00:00,5.4,0,3.6,2020-01-12,Sunday,19:00:00,1
2020-01-12 20:00:00,5.4,0,3.7,2020-01-12,Sunday,20:00:00,1
2020-01-12 21:00:00,5.2,0,3.8,2020-01-12,Sunday,21:00:00,1
2020-01-12 22:00:00,5.0,0,3.8,2020-01-12,Sunday,22:00:00,1
2020-01-12 23:00:00,4.8,0,3.8,2020-01-12,Sunday,23:00:00,1
2020-01-13 00:00:00,4.6,0,3.8,2020-01-13,Monday,00:00:00,1
2020-01-13 01:00:00,4.3,0,3.7,2020-01-13,Monday,01:00:00,1
2020-01-13 02:00:00,4.0,0,3.6,2020-01-13,Monday,02:00:00,1
2020-01-13 03:00:00,3.8,0,3.6,2020-01-13,Monday,03:00:00,1
2020-01-13 04:00:00,3.6,0,3.5,2020-01-13,Monday,04:00:00,1
2020-01-13 05:00:00,3.5,0,3.4,2020-01-13,Monday,05:00:00,1
2020-01-13 06:00:00,3.4,0,3.3,2020-01-13,Monday,06:00:00,1
2020-01-13 07:00:00,3.3,0,3.3,2020-01-13,Monday,07:00:00,1
2020-01-13 08:00:00,3.3,21,3.3,2020-01-13,Monday,08:00:00,1
2020-01-13 09:00:00,3.3,68,3.7,2020-01-13,Monday,09:00:00,1
2020-01-13 10:00:00,3.5,113,4.3,2020-01-13,Monday,10:00:00,1
2020-01-13 11:00:00,3.7,134,4.9,2020-01-13,Monday,11:00:00,1
2020-01-13 12:00:00,3.7,132,5.3,2020-01-13,Monday,12:00:00,1
2020-01-13 13:00:00,3.7,122,5.6,2020-01-13,Monday,13:00:00,1
2020-01-13 14:00:00,3.6,78,5.7,2020-01-13,Monday,14:00:00,1
2020-01-13 15:00:00,3.5,27,5.3,2020-01-13,Monday,15:00:00,1
2020-01-13 16:00:00,3.4,1,4.7,2020-01-13,Monday,16:00:00,1
2020-01-13 17:00:00,3.4,0,4.1,2020-01-13,Monday,17:00:00,1
2020-01-13 18:00:00,3.6,0,3.8,2020-01-13,Monday,18:00:00,1
2020-01-13 19:00:00,3.8,0,3.6,2020-01-13,Monday,19:00:00,1
2020-01-13 20:00:00,4.0,0,3.4,2020-01-13,Monday,20:00:00,1
2020-01-13 21:00:00,4.2,0,3.3,2020-01-13,Monday,21:00:00,1
2020-01-13 22:00:00,4.4,0,3.3,2020-01-13,Monday,22:00:00,1
2020-01-13 23:00:00,4.6,0,3.3,2020-01-13,Monday,23:00:00,1
2020-01-14 00:00:00,4.7,0,3.3,2020-01-14,Tuesday,00:00:00,1
2020-01-14 01:00:00,5.0,0,3.4,2020-01-14,Tuesday,01:00:00,1
2020-01-14 02:00:00,5.2,0,3.5,2020-01-14,Tuesday,02:00:00,1
2020-01-14 03:00:00,5.3,0,3.6,2020-01-14,Tuesday,03:00:00,1
2020-01-14 04:00:00,5.5,0,3.7,2020-01-14,Tuesday,04:00:00,1
2020-01-14 05:00:00,5.6,0,3.9,2020-01-14,Tuesday,05:00:00,1
2020-01-14 06:00:00,5.7,0,4.1,2020-01-14,Tuesday,06:00:00,1
2020-01-14 07:00:00,5.8,1,4.2,2020-01-14,Tuesday,07:00:00,1
2020-01-14 08:00:00,5.9,33,4.5,2020-01-14,Tuesday,08:00:00,1
2020-01-14 09:00:00,6.0,82,5.3,2020-01-14,Tuesday,09:00:00,1
2020-01-14 10:00:00,6.0,132,6.3,2020-01-14,Tuesday,10:00:00,1
2020-01-14 11:00:00,6.1,168,7.2,2020-01-14,Tuesday,11:00:00,1
