"Datum (MT+1)","Import Saldo","Kernenergie","Nicht Erneuerbar","Erneuerbar","Day Ahead Auktion (DE-LU)"
2019-01-01T00:00:00.000Z,,8892.407,25424.272,31947.038,10.07
2019-01-01T00:15:00.000Z,,8681.53,24780.327,32453.56,10.07
2019-01-01T00:30:00.000Z,,8443.552,24263.619,33072.85,10.07
2019-01-01T00:45:00.000Z,,8101.865,23910.911,33369.737,10.07
2019-01-01T01:00:00.000Z,,8041.866,23552.715,33044.778,-4.08
2019-01-01T01:15:00.000Z,,8045.234,23214.687,33115.946,-4.08
2019-01-01T01:30:00.000Z,,7945.172,22968.751,32768.232,-4.08
2019-01-01T01:45:00.000Z,,7762.106,22726.22,33246.772,-4.08
2019-01-01T02:00:00.000Z,,7563.462,22611.42,34081.177,-9.91
2019-01-01T02:15:00.000Z,,7238.952,22428.4,34326.15,-9.91
2019-01-01T02:30:00.000Z,,7058.835,22248.639,34701.445,-9.91
2019-01-01T02:45:00.000Z,,7005.351,22131.855,34936.057,-9.91
2019-01-01T03:00:00.000Z,,7080.6,22118.291,35814.383,-7.41
2019-01-01T03:15:00.000Z,,7149.084,22230.968,36153.027,-7.41
2019-01-01T03:30:00.000Z,,7108.581,22242.866,36394.11,-7.41
2019-01-01T03:45:00.000Z,,7123.371,22238.774,36631.17,-7.41
2019-01-01T04:00:00.000Z,,7118.664,22148.828,37227.664,-12.55
2019-01-01T04:15:00.000Z,,7079.341,22038.086,37397.153,-12.55
2019-01-01T04:30:00.000Z,,7034.092,22035.349,37633.886,-12.55
2019-01-01T04:45:00.000Z,,6990.951,21964.553,37564.439,-12.55
2019-01-01T05:00:00.000Z,,7028.755,21849.303,38270.627,-17.25
2019-01-01T05:15:00.000Z,,7022.87,21777.999,38579.183,-17.25
2019-01-01T05:30:00.000Z,,7025.498,21811.578,39003.841,-17.25
2019-01-01T05:45:00.000Z,,7044.095,21798.031,39244.16,-17.25
2019-01-01T06:00:00.000Z,,7116.386,21998.892,39255.036,-15.07
2019-01-01T06:15:00.000Z,,7154.92,21986.469,39611.241,-15.07
2019-01-01T06:30:00.000Z,,7181.541,22035.839,39797.477,-15.07
2019-01-01T06:45:00.000Z,,7219.696,22152.651,39812.506,-15.07
2019-01-01T07:00:00.000Z,,7155.919,22080.622,40237.331,-4.93
2019-01-01T07:15:00.000Z,,7178.763,22107.27,40380.06,-4.93
2019-01-01T07:30:00.000Z,,7165.442,22053.783,40583.571,-4.93
2019-01-01T07:45:00.000Z,,7101.706,22039.769,40848.279,-4.93
2019-01-01T08:00:00.000Z,,6966.308,22094.862,40787.134,-6.33
2019-01-01T08:15:00.000Z,,6973.173,22414.005,40813.536,-6.33
2019-01-01T08:30:00.000Z,,7044.735,22577.324,40700.181,-6.33
2019-01-01T08:45:00.000Z,,6956.145,22488.902,41294.082,-6.33
2019-01-01T09:00:00.000Z,,6790.857,22314.444,42001.797,-4.93
2019-01-01T09:15:00.000Z,,6670.919,22137.852,42549.543,-4.93
2019-01-01T09:30:00.000Z,,6550.751,22057.39,43029.605,-4.93
2019-01-01T09:45:00.000Z,,6529.535,21997.363,43493.499,-4.93
2019-01-01T10:00:00.000Z,,6622.392,22205.025,44626.145,0.45
2019-01-01T10:15:00.000Z,,6691.655,22322.877,45329.423,0.45
2019-01-01T10:30:00.000Z,,6696.751,22382.518,45840.713,0.45
2019-01-01T10:45:00.000Z,,6805.118,22522.645,46002.508,0.45
2019-01-01T11:00:00.000Z,,6923.397,22578.038,46003.94,0.12
2019-01-01T11:15:00.000Z,,6946.022,22755.29,45879.848,0.12
2019-01-01T11:30:00.000Z,,6957.854,22778.637,46055.569,0.12
2019-01-01T11:45:00.000Z,,6969.786,22739.573,45963.45,0.12
2019-01-01T12:00:00.000Z,,6971.924,22708.164,46056.61,-0.02
2019-01-01T12:15:00.000Z,,6949.16,22625.698,46180.111,-0.02
2019-01-01T12:30:00.000Z,,6932.211,22613.279,46185.967,-0.02
2019-01-01T12:45:00.000Z,,6938.187,22570.307,46320.514,-0.02
2019-01-01T13:00:00.000Z,,6942.334,22600.744,46098.445,0
2019-01-01T13:15:00.000Z,,6989.692,22619.411,45814.528,0
2019-01-01T13:30:00.000Z,,7011.357,22726.017,45961.639,0
2019-01-01T13:45:00.000Z,,7104.034,22751.653,45598.03,0
2019-01-01T14:00:00.000Z,,7165.552,22940.363,44607.49,-0.03
2019-01-01T14:15:00.000Z,,7196.581,22938.496,44479.652,-0.03
2019-01-01T14:30:00.000Z,,7291.357,22956.461,44545.876,-0.03
2019-01-01T14:45:00.000Z,,7410.416,23016.552,45011.144,-0.03
2019-01-01T15:00:00.000Z,,7406.199,22991.726,45250.169,1.97
2019-01-01T15:15:00.000Z,,7442.034,23003.462,45427.278,1.97
2019-01-01T15:30:00.000Z,,7538.648,23164.318,45301.778,1.97
2019-01-01T15:45:00.000Z,,7618.204,23272.361,45376.447,1.97
2019-01-01T16:00:00.000Z,,7618.104,23276.607,45605.515,9.06
2019-01-01T16:15:00.000Z,,7657.508,23353.46,45847.161,9.06
2019-01-01T16:30:00.000Z,,7653.16,23338.796,45823.262,9.06
2019-01-01T16:45:00.000Z,,7667.85,23192.671,45755.425,9.06
2019-01-01T17:00:00.000Z,,7660.945,23117.014,45802.603,0.07
2019-01-01T17:15:00.000Z,,7596.339,23032.621,45642.604,0.07
2019-01-01T17:30:00.000Z,,7406.289,22869.529,45942.819,0.07
2019-01-01T17:45:00.000Z,,7311.593,22781.218,45820.901,0.07
2019-01-01T18:00:00.000Z,,7328.132,22784.032,45399.409,-4.97
2019-01-01T18:15:00.000Z,,7171.988,22607.64,45359.957,-4.97
2019-01-01T18:30:00.000Z,,7011.347,22496.945,45478.613,-4.97
2019-01-01T18:45:00.000Z,,6867.595,22299.319,45445.853,-4.97
2019-01-01T19:00:00.000Z,,6805.547,22221.234,45512.771,-6.98
2019-01-01T19:15:00.000Z,,6669.86,22098.59,45309.244,-6.98
2019-01-01T19:30:00.000Z,,6516.854,21947.384,45361.62,-6.98
2019-01-01T19:45:00.000Z,,6385.074,21799.16,45004.609,-6.98
2019-01-01T20:00:00.000Z,,6253.673,21559.23,45001.526,-24.93
2019-01-01T20:15:00.000Z,,6120.913,21460.564,44995.795,-24.93
2019-01-01T20:30:00.000Z,,6108.132,21461.067,44817.083,-24.93
2019-01-01T20:45:00.000Z,,6107.573,21450.418,44637.124,-24.93
2019-01-01T21:00:00.000Z,,6151.293,21544.033,43506.636,-4.87
2019-01-01T21:15:00.000Z,,6100.757,21414.321,43773.087,-4.87
2019-01-01T21:30:00.000Z,,6033.843,21384.681,43734.15,-4.87
2019-01-01T21:45:00.000Z,,6003.403,21297.121,44081.871,-4.87
2019-01-01T22:00:00.000Z,,6019.163,21130.041,43884.503,-28.93
2019-01-01T22:15:00.000Z,,5983.337,21015.359,43969.574,-28.93
2019-01-01T22:30:00.000Z,,5975.682,21011.034,43224.811,-28.93
2019-01-01T22:45:00.000Z,,5941.885,21008.728,43350.285,-28.93
2019-01-01T23:00:00.000Z,,5905.28,20973.802,42690.815,-33.57
2019-01-01T23:15:00.000Z,,5767.184,20935.008,42048.133,-33.57
2019-01-01T23:30:00.000Z,,5763.667,20967.45,41879.38,-33.57
2019-01-01T23:45:00.000Z,,5729.22,20848.632,41252.818,-33.57
2019-01-02T00:00:00.000Z,,5753.594,20156.117,40495.036,-45.92
2019-01-02T00:15:00.000Z,,5754.763,20330.611,40855.995,-45.92
2019-01-02T00:30:00.000Z,,5727.851,20107.971,40799.896,-45.92
2019-01-02T00:45:00.000Z,,5689.177,20104.176,40771.989,-45.92
2019-01-02T01:00:00.000Z,,5731.678,20294.944,40279.569,-48.29
2019-01-02T01:15:00.000Z,,5740.033,20408.779,40354.627,-48.29
2019-01-02T01:30:00.000Z,,5718.967,20337.14,40266.895,-48.29
2019-01-02T01:45:00.000Z,,5736.455,20363.803,40001.161,-48.29
2019-01-02T02:00:00.000Z,,5712.851,20406.746,39762.355,-44.99
2019-01-02T02:15:00.000Z,,5719.427,20365.906,39689.61,-44.99
2019-01-02T02:30:00.000Z,,5773.42,20710.452,39582.635,-44.99
2019-01-02T02:45:00.000Z,,5783.023,20674.667,39553.115,-44.99
2019-01-02T03:00:00.000Z,,5750.496,20473.586,39704.634,-48.93
2019-01-02T03:15:00.000Z,,5772.051,20620.537,39880.676,-48.93
2019-01-02T03:30:00.000Z,,5796.774,20674.399,40031.26,-48.93
2019-01-02T03:45:00.000Z,,5792.597,20891.947,39886.639,-48.93
2019-01-02T04:00:00.000Z,,5815.092,21492.958,40389.982,-29.91
2019-01-02T04:15:00.000Z,,5920.19,21911.987,40644.045,-29.91
2019-01-02T04:30:00.000Z,,6108.152,22343.921,41278.807,-29.91
2019-01-02T04:45:00.000Z,,6500.095,22969.481,41621.754,-29.91
2019-01-02T05:00:00.000Z,,7052.919,24528.003,42078.605,-0.01
2019-01-02T05:15:00.000Z,,7498.736,25766.187,42417.516,-0.01
2019-01-02T05:30:00.000Z,,7896.575,26816.921,42508.953,-0.01
2019-01-02T05:45:00.000Z,,8175.705,27457.454,42550.982,-0.01
2019-01-02T06:00:00.000Z,,8321.835,28549.284,42766.246,37.43
2019-01-02T06:15:00.000Z,,8590.153,29388.842,42883.403,37.43
2019-01-02T06:30:00.000Z,,8705.234,30034.829,42683.122,37.43
2019-01-02T06:45:00.000Z,,8700.238,30380.631,42277.177,37.43
2019-01-02T07:00:00.000Z,,8757.419,30935.298,42004.137,48.06
2019-01-02T07:15:00.000Z,,8826.462,31594.995,41657.219,48.06
2019-01-02T07:30:00.000Z,,8846.448,32135.693,41620.703,48.06
2019-01-02T07:45:00.000Z,,8907.557,32659.577,41551.512,48.06
2019-01-02T08:00:00.000Z,,8975.111,33813.539,41702.352,50.74
2019-01-02T08:15:00.000Z,,9017.981,34426.514,41821.066,50.74
2019-01-02T08:30:00.000Z,,9013.594,34804.253,42050.844,50.74
2019-01-02T08:45:00.000Z,,9025.127,35062.093,42546.449,50.74
2019-01-02T09:00:00.000Z,,9028.874,35067.009,43285.34,47.57
2019-01-02T09:15:00.000Z,,9022.298,34992.669,44000.7,47.57
2019-01-02T09:30:00.000Z,,8993.718,34916.28,44601.416,47.57
2019-01-02T09:45:00.000Z,,8983.085,34698.449,44878.604,47.57
2019-01-02T10:00:00.000Z,,8963.588,34839.989,45798.173,43.94
2019-01-02T10:15:00.000Z,,8973.182,35109.289,46323.694,43.94
2019-01-02T10:30:00.000Z,,9048.281,35315.291,46747.611,43.94
2019-01-02T10:45:00.000Z,,9034.96,35364.987,46832.088,43.94
2019-01-02T11:00:00.000Z,,9088.523,35583.018,47178.277,40.97
2019-01-02T11:15:00.000Z,,9116.744,35471.865,47209.595,40.97
2019-01-02T11:30:00.000Z,,9100.955,35360.665,47185.503,40.97
2019-01-02T11:45:00.000Z,,9062.661,35397.083,47029.43,40.97
2019-01-02T12:00:00.000Z,,9008.598,35045.879,46717.848,44.95
2019-01-02T12:15:00.000Z,,8988.631,34960.623,46126.42,44.95
2019-01-02T12:30:00.000Z,,9000.243,34960.799,45541.088,44.95
2019-01-02T12:45:00.000Z,,9009.397,35537.459,44388.611,44.95
2019-01-02T13:00:00.000Z,,8968.955,35691.271,43487.291,49.64
2019-01-02T13:15:00.000Z,,9020.51,35998.078,42261.968,49.64
2019-01-02T13:30:00.000Z,,9026.406,36633.2,40890.979,49.64
2019-01-02T13:45:00.000Z,,9007.708,37133.998,39562.451,49.64
2019-01-02T14:00:00.000Z,,9033.871,37649.339,38001.561,53.67
2019-01-02T14:15:00.000Z,,9051.908,38603.561,36509.776,53.67
2019-01-02T14:30:00.000Z,,9044.813,39393.263,35800.351,53.67
2019-01-02T14:45:00.000Z,,9089.223,40151.573,35092.496,53.67
2019-01-02T15:00:00.000Z,,9082.987,41062.635,33842.583,56.01
2019-01-02T15:15:00.000Z,,9217.086,42037.834,33217.216,56.01
2019-01-02T15:30:00.000Z,,9249.784,42727.36,32666.139,56.01
2019-01-02T15:45:00.000Z,,9259.337,43174.796,32909.853,56.01
2019-01-02T16:00:00.000Z,,9220.793,43139.767,32596.748,56.95
2019-01-02T16:15:00.000Z,,9248.894,43524.193,32342.414,56.95
2019-01-02T16:30:00.000Z,,9244.717,43796.388,31758.056,56.95
2019-01-02T16:45:00.000Z,,9251.133,43972.222,31306.157,56.95
2019-01-02T17:00:00.000Z,,9201.427,44404.922,30842.905,62.08
2019-01-02T17:15:00.000Z,,9196.42,44438.654,30532.488,62.08
2019-01-02T17:30:00.000Z,,9198.878,44720.442,30043.268,62.08
2019-01-02T17:45:00.000Z,,9170.897,44893.711,29638.237,62.08
2019-01-02T18:00:00.000Z,,9130.875,44935.46,29096.65,62.11
2019-01-02T18:15:00.000Z,,9120.052,44927.951,28806.866,62.11
2019-01-02T18:30:00.000Z,,9122.77,44815.636,28204.346,62.11
2019-01-02T18:45:00.000Z,,9112.607,44857.991,27738.474,62.11
2019-01-02T19:00:00.000Z,,9207.922,45202.201,27297.321,57.99
2019-01-02T19:15:00.000Z,,9200.107,45234.653,26745.563,57.99
2019-01-02T19:30:00.000Z,,9211.61,45241.777,26492.601,57.99
2019-01-02T19:45:00.000Z,,9205.904,44978.342,26218.011,57.99
2019-01-02T20:00:00.000Z,,9248.794,44564.281,25668.198,55.64
2019-01-02T20:15:00.000Z,,9249.424,44280.862,25246.225,55.64
2019-01-02T20:30:00.000Z,,9250.773,43916.476,25124.479,55.64
2019-01-02T20:45:00.000Z,,9235.883,43752.558,24883.889,55.64
2019-01-02T21:00:00.000Z,,9263.264,43981.975,24633.065,55.13
2019-01-02T21:15:00.000Z,,9248.854,43906.276,24075.745,55.13
2019-01-02T21:30:00.000Z,,9254.62,43761.372,23981.722,55.13
2019-01-02T21:45:00.000Z,,9243.018,43332.692,23307.689,55.13
2019-01-02T22:00:00.000Z,,9268.481,42665.206,23109.958,50.76
2019-01-02T22:15:00.000Z,,9269.8,42658.128,22683.962,50.76
2019-01-02T22:30:00.000Z,,9285.709,42707.745,22595.993,50.76
2019-01-02T22:45:00.000Z,,9305.156,41911.144,22574.559,50.76
2019-01-02T23:00:00.000Z,,9396.114,41640.802,22623.477,42.91
2019-01-02T23:15:00.000Z,,9470.044,41766.679,22638.591,42.91
2019-01-02T23:30:00.000Z,,9481.446,41591.569,22255.581,42.91
2019-01-02T23:45:00.000Z,,9488.561,41933.266,22182.109,42.91
2019-01-03T00:00:00.000Z,,9500.823,42375.821,22503.744,45.22
2019-01-03T00:15:00.000Z,,9490.15,42232.415,22559.395,45.22
2019-01-03T00:30:00.000Z,,9479.607,42285.867,22515.129,45.22
2019-01-03T00:45:00.000Z,,9472.512,42349.902,22316.618,45.22
2019-01-03T01:00:00.000Z,,9491.869,42369.253,21970.923,45.63
2019-01-03T01:15:00.000Z,,9484.434,42637.425,22153.102,45.63
2019-01-03T01:30:00.000Z,,9487.922,42598.76,22093.446,45.63
2019-01-03T01:45:00.000Z,,9484.834,42459.106,21813.336,45.63
2019-01-03T02:00:00.000Z,,9493.468,42618.306,22008.783,44
2019-01-03T02:15:00.000Z,,9483.804,42720.038,22367.058,44
2019-01-03T02:30:00.000Z,,9483.355,42753.468,22450.104,44
2019-01-03T02:45:00.000Z,,9466.306,42601.765,22769.602,44
2019-01-03T03:00:00.000Z,,9488.161,42444.737,22677.539,43.88
2019-01-03T03:15:00.000Z,,9475.18,42553.06,22960.554,43.88
2019-01-03T03:30:00.000Z,,9469.624,42731.014,23379.97,43.88
2019-01-03T03:45:00.000Z,,9484.584,43100.3,23542.194,43.88
2019-01-03T04:00:00.000Z,,9480.746,43662.258,23703.848,45.92
2019-01-03T04:15:00.000Z,,9479.457,44245.557,23749.131,45.92
2019-01-03T04:30:00.000Z,,9487.892,45064.133,24022.346,45.92
2019-01-03T04:45:00.000Z,,9486.273,45996.612,23929.071,45.92
2019-01-03T05:00:00.000Z,,9444.951,48201.363,24083.644,51.07
2019-01-03T05:15:00.000Z,,9473.192,49560.977,24155.728,51.07
2019-01-03T05:30:00.000Z,,9485.953,50730.491,24182.635,51.07
2019-01-03T05:45:00.000Z,,9490.09,51405.695,23936.569,51.07
2019-01-03T06:00:00.000Z,,9422.366,51611.522,23950.111,52.77
2019-01-03T06:15:00.000Z,,9452.825,52017.852,24338.729,52.77
2019-01-03T06:30:00.000Z,,9419.488,52476.167,24344.657,52.77
2019-01-03T06:45:00.000Z,,9436.856,53152.548,24239.957,52.77
2019-01-03T07:00:00.000Z,,9453.975,53768.77,24213.362,62.89
2019-01-03T07:15:00.000Z,,9480.007,54506.039,24287.28,62.89
2019-01-03T07:30:00.000Z,,9482.645,55117.715,24303.131,62.89
2019-01-03T07:45:00.000Z,,9480.796,55488.012,24511.599,62.89
2019-01-03T08:00:00.000Z,,9479.687,55813.178,24681.837,60.03
2019-01-03T08:15:00.000Z,,9480.487,56413.123,24756.511,60.03
2019-01-03T08:30:00.000Z,,9480.587,56800.325,24975.763,60.03
2019-01-03T08:45:00.000Z,,9476.419,56957.932,24641.344,60.03
2019-01-03T09:00:00.000Z,,9484.194,57213.813,24615.588,58.19
2019-01-03T09:15:00.000Z,,9485.153,57509.9,24661.949,58.19
2019-01-03T09:30:00.000Z,,9493.568,57590.899,24538.176,58.19
2019-01-03T09:45:00.000Z,,9492.718,57717.778,24290.897,58.19
2019-01-03T10:00:00.000Z,,9490.31,57828.249,23983.599,62.99
2019-01-03T10:15:00.000Z,,9486.063,57835.297,24003.496,62.99
2019-01-03T10:30:00.000Z,,9483.275,58013.354,23867.701,62.99
2019-01-03T10:45:00.000Z,,9485.563,58069.641,23451.559,62.99
2019-01-03T11:00:00.000Z,,9486.143,58176.835,23193.654,63.52
2019-01-03T11:15:00.000Z,,9489.051,58251.905,22815.914,63.52
2019-01-03T11:30:00.000Z,,9489.99,58393.415,22139.484,63.52
2019-01-03T11:45:00.000Z,,9487.652,58440.621,21789.635,63.52
2019-01-03T12:00:00.000Z,,9492.309,58550.659,21317.521,64.67
2019-01-03T12:15:00.000Z,,9480.597,58512.501,20823.706,64.67
2019-01-03T12:30:00.000Z,,9481.746,58230.933,20439.334,64.67
2019-01-03T12:45:00.000Z,,9477.169,57914.161,19936.758,64.67
2019-01-03T13:00:00.000Z,,9485.983,58157.875,19319.941,65.24
2019-01-03T13:15:00.000Z,,9479.447,58138.404,18739.517,65.24
2019-01-03T13:30:00.000Z,,9483.704,58181.144,18133.109,65.24
2019-01-03T13:45:00.000Z,,9483.505,58211.434,17485.773,65.24
2019-01-03T14:00:00.000Z,,9477.838,58405.892,17014.081,67.76
2019-01-03T14:15:00.000Z,,9486.073,58404.051,16649.326,67.76
2019-01-03T14:30:00.000Z,,9486.403,58454.301,16330.507,67.76
2019-01-03T14:45:00.000Z,,9479.577,58552.496,16306.455,67.76
2019-01-03T15:00:00.000Z,,9463.608,58696.211,16315.916,68.41
2019-01-03T15:15:00.000Z,,9485.593,58878.52,16444.791,68.41
2019-01-03T15:30:00.000Z,,9480.397,59043.676,16532.074,68.41
2019-01-03T15:45:00.000Z,,9483.035,59083.578,16854.613,68.41
2019-01-03T16:00:00.000Z,,9457.612,58983.057,17385.441,69.55
2019-01-03T16:15:00.000Z,,9481.756,59088.262,17668.191,69.55
2019-01-03T16:30:00.000Z,,9478.468,58953.182,17748.319,69.55
2019-01-03T16:45:00.000Z,,9481.356,58274.249,17856.034,69.55
2019-01-03T17:00:00.000Z,,9470.933,58149.632,17960.504,67.28
2019-01-03T17:15:00.000Z,,9479.637,58134.131,17967.69,67.28
2019-01-03T17:30:00.000Z,,9472.102,58154.166,18048.749,67.28
2019-01-03T17:45:00.000Z,,9467.895,58174.673,18111.173,67.28
2019-01-03T18:00:00.000Z,,9464.438,58192.647,18149.894,69.46
2019-01-03T18:15:00.000Z,,9459.291,58168.038,18066.562,69.46
2019-01-03T18:30:00.000Z,,9458.272,58313.939,17919.983,69.46
2019-01-03T18:45:00.000Z,,9456.913,58490.617,17780.817,69.46
2019-01-03T19:00:00.000Z,,9473.301,58645.33,17775.809,68.38
2019-01-03T19:15:00.000Z,,9458.901,58764.058,17752.609,68.38
2019-01-03T19:30:00.000Z,,9468.195,58934.112,17716.442,68.38
2019-01-03T19:45:00.000Z,,9468.535,58835.257,17755.067,68.38
2019-01-03T20:00:00.000Z,,9481.706,58288,17469.431,61.72
2019-01-03T20:15:00.000Z,,9466.376,58112.907,17118.046,61.72
2019-01-03T20:30:00.000Z,,9464.138,57941.343,16737.923,61.72
2019-01-03T20:45:00.000Z,,9458.242,57773.233,16533.394,61.72
2019-01-03T21:00:00.000Z,,9481.846,57161.369,16164.653,53.72
2019-01-03T21:15:00.000Z,,9480.317,56674.994,15988.769,53.72
2019-01-03T21:30:00.000Z,,9480.037,56307.412,15752.115,53.72
2019-01-03T21:45:00.000Z,,9476.339,55655.811,15581.53,53.72
2019-01-03T22:00:00.000Z,,9479.657,54351.181,15529.066,49.98
2019-01-03T22:15:00.000Z,,9473.921,53459.755,15434.872,49.98
2019-01-03T22:30:00.000Z,,9471.443,53061.517,15193.061,49.98
2019-01-03T22:45:00.000Z,,9461.829,52206.835,15115.785,49.98
2019-01-03T23:00:00.000Z,,9481.436,51906.016,15182.182,50.73
2019-01-03T23:15:00.000Z,,9479.138,50884.571,15111.43,50.73
2019-01-03T23:30:00.000Z,,9467.465,50714.518,15323.757,50.73
2019-01-03T23:45:00.000Z,,9464.198,50398.142,15733.471,50.73
2019-01-04T00:00:00.000Z,,9482.535,50055.598,16195.603,47.11
2019-01-04T00:15:00.000Z,,9477.988,49573.743,16507.593,47.11
2019-01-04T00:30:00.000Z,,9474.581,49046.747,17033.675,47.11
2019-01-04T00:45:00.000Z,,9468.675,48813.111,17442.242,47.11
2019-01-04T01:00:00.000Z,,9414.621,48352.084,17980.648,47.07
2019-01-04T01:15:00.000Z,,9382.263,48169.899,18375.289,47.07
2019-01-04T01:30:00.000Z,,9380.705,48066.667,18565.516,47.07
2019-01-04T01:45:00.000Z,,9375.688,47958.324,18922.824,47.07
2019-01-04T02:00:00.000Z,,9382.014,47840.485,19446.376,46.94
2019-01-04T02:15:00.000Z,,9372.79,47663.28,20015.826,46.94
2019-01-04T02:30:00.000Z,,9369.242,47522.431,20582.431,46.94
2019-01-04T02:45:00.000Z,,9365.525,47206.264,21228.039,46.94
2019-01-04T03:00:00.000Z,,9378.436,47149.502,21872.783,47
2019-01-04T03:15:00.000Z,,9375.778,47072.579,21792.787,47
2019-01-04T03:30:00.000Z,,9377.067,46995.473,22229.612,47
2019-01-04T03:45:00.000Z,,9374.729,46900.013,22673.083,47
2019-01-04T04:00:00.000Z,,9366.684,47338.982,23194.353,46.91
2019-01-04T04:15:00.000Z,,9373.29,47463.732,23501.911,46.91
2019-01-04T04:30:00.000Z,,9377.597,47573.059,23943.404,46.91
2019-01-04T04:45:00.000Z,,9366.574,47667.591,24258.414,46.91
2019-01-04T05:00:00.000Z,,9331.778,48131.53,24977.968,49.59
2019-01-04T05:15:00.000Z,,9311.582,48193.144,25023.599,49.59
2019-01-04T05:30:00.000Z,,9332.577,48755.363,25609.267,49.59
2019-01-04T05:45:00.000Z,,9377.387,49280.169,26167.848,49.59
2019-01-04T06:00:00.000Z,,9319.576,49774.132,26729.716,55.32
2019-01-04T06:15:00.000Z,,9300.749,49952.678,27302.096,55.32
2019-01-04T06:30:00.000Z,,9338.693,50231.16,27982.296,55.32
2019-01-04T06:45:00.000Z,,9368.813,50402.277,28555.652,55.32
2019-01-04T07:00:00.000Z,,9340.262,50384.186,28566.502,55.78
2019-01-04T07:15:00.000Z,,9362.257,50489.183,28657.554,55.78
2019-01-04T07:30:00.000Z,,9361.667,50641.977,28963.273,55.78
2019-01-04T07:45:00.000Z,,9356.381,50795.468,29305.397,55.78
2019-01-04T08:00:00.000Z,,9356.431,51157.76,29745.42,55.52
2019-01-04T08:15:00.000Z,,9360.608,51137.466,30231.815,55.52
2019-01-04T08:30:00.000Z,,9358.14,51243.234,30686.17,55.52
2019-01-04T08:45:00.000Z,,9359.369,51060.914,30992.641,55.52
2019-01-04T09:00:00.000Z,,9278.944,50806.733,31606.323,55.23
2019-01-04T09:15:00.000Z,,9119.163,50576.974,32229.899,55.23
2019-01-04T09:30:00.000Z,,9064.11,50617.904,32885.173,55.23
2019-01-04T09:45:00.000Z,,9028.344,50568.867,33472.566,55.23
2019-01-04T10:00:00.000Z,,9009.277,50546.298,34012.446,53.58
2019-01-04T10:15:00.000Z,,9010.726,50511.71,34520.833,53.58
2019-01-04T10:30:00.000Z,,9051.359,50665.654,34973.062,53.58
2019-01-04T10:45:00.000Z,,9044.543,50574.552,35337.581,53.58
2019-01-04T11:00:00.000Z,,9125.258,50503.112,35815.799,51.74
2019-01-04T11:15:00.000Z,,9157.476,50332.314,36043.357,51.74
2019-01-04T11:30:00.000Z,,9202.226,50295.284,36413.13,51.74
2019-01-04T11:45:00.000Z,,9163.332,49696.828,36924.95,51.74
2019-01-04T12:00:00.000Z,,9134.412,49083.853,37026.673,51.6
2019-01-04T12:15:00.000Z,,9227.069,48868.53,36828.934,51.6
2019-01-04T12:30:00.000Z,,9257.988,48696.551,36774.01,51.6
2019-01-04T12:45:00.000Z,,9268.471,48827.854,36464.565,51.6
2019-01-04T13:00:00.000Z,,9271.679,49609.84,36265.084,51.41
2019-01-04T13:15:00.000Z,,9236.723,49978.315,35948.917,51.41
2019-01-04T13:30:00.000Z,,9199.698,49972.207,35448.53,51.41
2019-01-04T13:45:00.000Z,,9174.765,49667.062,35212.067,51.41
2019-01-04T14:00:00.000Z,,9177.483,50011.511,34810.513,51.69
2019-01-04T14:15:00.000Z,,9175.674,50170.718,34485.24,51.69
2019-01-04T14:30:00.000Z,,9175.164,50339.149,34538.505,51.69
2019-01-04T14:45:00.000Z,,9174.885,50195.266,34594.068,51.69
2019-01-04T15:00:00.000Z,,9163.722,49577.724,34682.495,52.59
2019-01-04T15:15:00.000Z,,9156.637,49449.274,34623.586,52.59
2019-01-04T15:30:00.000Z,,9148.093,49535.881,34761.593,52.59
2019-01-04T15:45:00.000Z,,9148.463,49782.747,34903.862,52.59
2019-01-04T16:00:00.000Z,,9119.862,50164.531,35035.127,54.66
2019-01-04T16:15:00.000Z,,9139.908,49959.23,35106.378,54.66
2019-01-04T16:30:00.000Z,,9135.561,49912.983,35281.955,54.66
2019-01-04T16:45:00.000Z,,9134.802,49675.883,35102.635,54.66
2019-01-04T17:00:00.000Z,,9127.357,49331.112,35068.493,54.1
2019-01-04T17:15:00.000Z,,9144.945,49413.168,35233.507,54.1
2019-01-04T17:30:00.000Z,,9113.586,49274.745,34989.3,54.1
2019-01-04T17:45:00.000Z,,9131.344,48935.472,34815.59,54.1
2019-01-04T18:00:00.000Z,,9144.136,48019.862,34872.193,51.89
2019-01-04T18:15:00.000Z,,9119.652,47416.793,34674.436,51.89
2019-01-04T18:30:00.000Z,,9125.388,47055.794,34483.154,51.89
2019-01-04T18:45:00.000Z,,9129.326,46561.359,34256.69,51.89
2019-01-04T19:00:00.000Z,,9134.842,46538.997,34386.99,46.58
2019-01-04T19:15:00.000Z,,9133.573,46160.535,34390.136,46.58
2019-01-04T19:30:00.000Z,,9152.29,45563.57,34357.423,46.58
2019-01-04T19:45:00.000Z,,9151.57,44576.097,34290.503,46.58
2019-01-04T20:00:00.000Z,,9159.955,43612.976,34134.15,45.43
2019-01-04T20:15:00.000Z,,9155.568,42955.582,34113.255,45.43
2019-01-04T20:30:00.000Z,,9153.679,42426.372,34243.07,45.43
2019-01-04T20:45:00.000Z,,9119.742,41962.625,34507.67,45.43
2019-01-04T21:00:00.000Z,,9147.263,42003.047,33993.76,43.96
2019-01-04T21:15:00.000Z,,9149.542,41518.22,34218.64,43.96
